watcher_pos,knower_pos,beliefs
"(9, 17)","(8, 2)","{1: 0.5, 2: 0.5}"
"(9, 16)","(7, 2)","{1: 0.5, 2: 0.5}"
"(9, 15)","(6, 2)","{1: 0.5, 2: 0.5}"
"(9, 14)","(5, 2)","{1: 0.5, 2: 0.5}"
"(9, 13)","(4, 2)","{1: 0.5, 2: 0.5}"
"(9, 12)","(3, 2)","{1: 0.6666665098383351, 2: 0.3333334901616649}"
"(8, 12)","(2, 2)","{1: 0.6666665098383351, 2: 0.3333334901616649}"
"(7, 12)","(2, 3)","{1: 0.6666665098383351, 2: 0.3333334901616649}"
"(6, 12)","(3, 3)","{1: 0.6666665098383351, 2: 0.3333334901616649}"
"(5, 12)","(3, 4)","{1: 0.6666665098383351, 2: 0.3333334901616649}"
"(4, 12)","(4, 4)","{1: 0.6666665144159775, 2: 0.33333348558402254}"
"(3, 12)","(5, 4)","{1: 0.6666665144159775, 2: 0.33333348558402254}"
"(2, 12)","(6, 4)","{1: 0.6666665144159775, 2: 0.33333348558402254}"
"(3, 12)","(6, 5)","{1: 0.6666665144159775, 2: 0.33333348558402254}"
"(4, 12)","(6, 6)","{1: 0.6666665144159775, 2: 0.33333348558402254}"
"(5, 12)","(7, 6)","{1: 0.6666665285665413, 2: 0.3333334714334587}"
"(6, 12)","(8, 6)","{1: 0.6666665285665413, 2: 0.3333334714334587}"
"(7, 12)","(8, 7)","{1: 0.6666665285665413, 2: 0.3333334714334587}"
"(8, 12)","(8, 8)","{1: 0.6666665285665413, 2: 0.3333334714334587}"
"(9, 12)","(9, 8)","{1: 0.6666665285665413, 2: 0.3333334714334587}"
"(9, 11)","(9, 9)","{1: 0.9999999999999585, 2: 4.1504888838269514e-14}"
"(9, 10)","(9, 9)","{1: 0.9999999999999585, 2: 4.1504888838269514e-14}"
