watcher_pos,knower_pos,beliefs
"(8, 18)","(8, 2)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(7, 2)","{1: 0.40307503952573115, 2: 0.3026301334402353, 3: 0.29429482703403365}"
"(6, 18)","(6, 2)","{1: 0.4805844661614464, 2: 0.26762221275930326, 3: 0.2517933210792503}"
"(5, 18)","(5, 2)","{1: 0.562855770797781, 2: 0.22943546217039534, 3: 0.20770876703182362}"
"(4, 18)","(4, 2)","{1: 0.6456071266212918, 2: 0.1899203035425681, 3: 0.16447256983614003}"
"(3, 18)","(3, 2)","{1: 0.7240230274765344, 2: 0.15136428318765616, 3: 0.12461268933580959}"
"(2, 18)","(2, 2)","{1: 0.7938211416594683, 2: 0.11599597652154355, 3: 0.09018288181898813}"
"(2, 17)","(3, 2)","{1: 0.852186396830209, 2: 0.08548515487986351, 3: 0.06232844828992762}"
"(2, 16)","(4, 2)","{1: 0.9199678410406275, 2: 0.01738847658076631, 3: 0.06264368237860618}"
"(2, 15)","(5, 2)","{1: 0.9386441538229957, 2: 0.0022953472164172436, 3: 0.05906049896058709}"
"(2, 14)","(6, 2)","{1: 0.9451431566898607, 2: 0.00032163888754729153, 3: 0.054535204422591944}"
"(2, 13)","(7, 2)","{1: 0.9500594452355853, 2: 4.777780432136162e-05, 3: 0.049892776960093345}"
"(2, 12)","(8, 2)","{1: 0.9546893960685487, 2: 7.454429193359407e-06, 3: 0.04530314950225787}"
"(3, 12)","(9, 2)","{1: 0.9591379384480081, 2: 1.2111803234731003e-06, 3: 0.04086085037166844}"
"(4, 12)","(10, 2)","{1: 0.9633493511963954, 2: 2.0349877991915622e-07, 3: 0.03665044530482461}"
"(3, 12)","(11, 2)","{1: 0.5482526894203958, 2: 4.850564746498586e-07, 3: 0.4517468255231294}"
"(2, 12)","(12, 2)","{1: 0.03580136712105095, 2: 2.0535848448545477e-07, 3: 0.9641984275204646}"
"(3, 12)","(13, 2)","{1: 0.0015414608973645157, 2: 4.301546787628514e-08, 3: 0.9984584960871675}"
"(4, 12)","(14, 2)","{1: 8.163043202822411e-05, 2: 8.838536168326837e-09, 3: 0.9999183607294355}"
"(5, 12)","(15, 2)","{1: 5.22334003103273e-06, 2: 1.8303912979525827e-09, 3: 0.9999947748295777}"
"(6, 12)","(16, 2)","{1: 3.8913219591793306e-07, 2: 3.807571304544434e-10, 3: 0.999999610487047}"
"(7, 12)","(17, 2)","{1: 3.274452913636759e-08, 2: 7.920988522397738e-11, 3: 0.9999999671762609}"
"(8, 12)","(18, 2)","{1: 4.832161288503802e-09, 2: 2.0865348151737967e-11, 3: 0.9999999951469734}"
"(9, 12)","(17, 2)","{1: 1.202806551977754e-10, 2: 5.405109802800856e-12, 3: 0.9999999998743142}"
"(9, 11)","(16, 2)","{1: 4.847506821628638e-11, 2: 3.5752285201339273e-12, 3: 0.9999999999479496}"
"(9, 10)","(15, 2)","{1: 7.556475458866924e-12, 2: 2.3249026789014816e-12, 3: 0.9999999999901186}"
"(9, 10)","(14, 2)","{1: 1.2586455955263055e-12, 2: 1.557661229788098e-12, 3: 0.9999999999971837}"
"(9, 10)","(14, 3)","{1: 3.192469017607416e-13, 2: 1.227817642965336e-12, 3: 0.999999999998453}"
"(9, 10)","(14, 4)","{1: 8.248873034213641e-14, 2: 9.564423950879021e-13, 3: 0.9999999999989612}"
"(9, 10)","(13, 4)","{1: 1.569796641351639e-14, 2: 7.361609206566914e-13, 3: 0.9999999999992482}"
"(9, 10)","(13, 5)","{1: 3.0558217080657045e-15, 2: 5.598924511799534e-13, 3: 0.9999999999994371}"
"(9, 10)","(13, 6)","{1: 6.055850293968397e-16, 2: 4.2095142633715604e-13, 3: 0.9999999999995784}"
"(9, 10)","(13, 7)","{1: 1.217174658971625e-16, 2: 3.1313930747048174e-13, 3: 0.9999999999996868}"
"(9, 10)","(12, 7)","{1: 2.4745492964706138e-17, 2: 2.3082170654932593e-13, 3: 0.9999999999997692}"
"(9, 10)","(12, 8)","{1: 5.08096492744077e-18, 2: 2.278372510679407e-13, 3: 0.9999999999997722}"
"(9, 10)","(12, 9)","{1: 1.0534019990625213e-18, 2: 4.7663374373708434e-14, 3: 0.9999999999999524}"
"(9, 10)","(11, 9)","{1: 2.2075316281126657e-19, 2: 7.31939950514553e-15, 3: 0.9999999999999927}"
"(9, 10)","(10, 9)","{1: 2.2075316281126657e-19, 2: 7.31939950514553e-15, 3: 0.9999999999999927}"
"(9, 10)","(9, 9)","{1: 2.2075316281126657e-19, 2: 7.31939950514553e-15, 3: 0.9999999999999927}"
