watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(6, 18)","(7, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(5, 18)","(6, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(4, 18)","(5, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(3, 18)","(5, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 18)","(4, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 17)","(3, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 16)","(2, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 15)","(1, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 14)","(1, 5)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 13)","(1, 6)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 12)","(2, 6)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(3, 12)","(2, 7)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(4, 12)","(2, 6)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(5, 12)","(1, 6)","{1: 0.6867879242793554, 2: 2.8916608466468298e-06, 3: 0.313209184059798}"
"(6, 12)","(1, 5)","{1: 0.6867879242793554, 2: 2.8916608466468298e-06, 3: 0.313209184059798}"
"(7, 12)","(1, 4)","{1: 0.6867879242793554, 2: 2.8916608466468298e-06, 3: 0.313209184059798}"
"(8, 12)","(2, 4)","{1: 0.6867879242793554, 2: 2.8916608466468298e-06, 3: 0.313209184059798}"
"(9, 12)","(3, 4)","{1: 0.6867879242793554, 2: 2.8916608466468298e-06, 3: 0.313209184059798}"
"(8, 12)","(4, 4)","{1: 0.0017670637581537064, 2: 5.725812934476856e-06, 3: 0.9982272104289117}"
"(7, 12)","(5, 4)","{1: 0.0017670637581537064, 2: 5.725812934476856e-06, 3: 0.9982272104289117}"
