watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(6, 18)","(7, 3)","{1: 0.3019939628675563, 2: 0.4527351852322605, 3: 0.24527085190018327}"
"(6, 17)","(6, 3)","{1: 0.3101189547313815, 2: 0.46914029980940264, 3: 0.2207407454592158}"
"(6, 16)","(5, 3)","{1: 0.3173954706524643, 2: 0.48427134672171024, 3: 0.19833318262582544}"
"(6, 15)","(5, 4)","{1: 0.32386549386635954, 2: 0.49812321466067017, 3: 0.17801129147297037}"
"(6, 14)","(4, 4)","{1: 0.32386549386635954, 2: 0.49812321466067017, 3: 0.17801129147297037}"
"(6, 13)","(3, 4)","{1: 0.4510234590158154, 2: 0.35890166908322024, 3: 0.19007487190096425}"
"(6, 12)","(2, 4)","{1: 0.45993202039415965, 2: 0.3682841078211413, 3: 0.171783871784699}"
"(5, 12)","(1, 4)","{1: 0.46788408260998116, 2: 0.3767558205255669, 3: 0.15536009686445196}"
"(6, 12)","(1, 5)","{1: 0.0015779214662763577, 2: 0.9743480715722848, 3: 0.02407400696143886}"
"(7, 12)","(1, 6)","{1: 0.0015779214662763577, 2: 0.9743480715722848, 3: 0.02407400696143886}"
"(8, 12)","(2, 6)","{1: 0.0015779214662763577, 2: 0.9743480715722848, 3: 0.02407400696143886}"
"(9, 12)","(2, 7)","{1: 5.910785711404105e-06, 2: 0.9850275212803936, 3: 0.014966567933895024}"
"(10, 12)","(2, 6)","{1: 5.910785711404105e-06, 2: 0.9850275212803936, 3: 0.014966567933895024}"
"(9, 12)","(1, 6)","{1: 0.0008027201765178309, 2: 0.0003792925826198884, 3: 0.9988179872408622}"
"(8, 12)","(1, 5)","{1: 0.0008027201765178309, 2: 0.0003792925826198884, 3: 0.9988179872408622}"
"(7, 12)","(1, 4)","{1: 0.0008027201765178309, 2: 0.0003792925826198884, 3: 0.9988179872408622}"
"(6, 12)","(2, 4)","{1: 0.0008832240805280933, 2: 2.2399222322326866e-08, 3: 0.9991167535202496}"
"(5, 12)","(3, 4)","{1: 0.0008832240805280933, 2: 2.2399222322326866e-08, 3: 0.9991167535202496}"
"(4, 12)","(4, 4)","{1: 0.0008832240805280933, 2: 2.2399222322326866e-08, 3: 0.9991167535202496}"
