watcher_pos,knower_pos,beliefs
"(9, 17)","(8, 2)","{1: 0.5, 2: 0.5}"
"(9, 16)","(7, 2)","{1: 0.5, 2: 0.5}"
"(9, 15)","(6, 2)","{1: 0.5741528815725548, 2: 0.4258471184274452}"
"(9, 14)","(5, 2)","{1: 0.5741528815725548, 2: 0.4258471184274452}"
"(9, 13)","(4, 2)","{1: 0.651354930627269, 2: 0.34864506937273093}"
"(9, 12)","(3, 2)","{1: 0.651354930627269, 2: 0.34864506937273093}"
"(8, 12)","(2, 2)","{1: 0.7277365948989531, 2: 0.27226340510104696}"
"(7, 12)","(2, 3)","{1: 0.7277365948989531, 2: 0.27226340510104696}"
"(6, 12)","(3, 3)","{1: 0.6428010664821078, 2: 0.3571989335178921}"
"(5, 12)","(3, 4)","{1: 0.6428010664821078, 2: 0.3571989335178921}"
"(4, 12)","(4, 4)","{1: 0.6534575675699261, 2: 0.34654243243007393}"
"(3, 12)","(5, 4)","{1: 0.6534575675699261, 2: 0.34654243243007393}"
"(2, 12)","(6, 4)","{1: 0.9460530986491942, 2: 0.05394690135080582}"
"(3, 12)","(6, 5)","{1: 0.9460530986491942, 2: 0.05394690135080582}"
"(4, 12)","(6, 6)","{1: 0.954973432032861, 2: 0.045026567967139004}"
"(5, 12)","(7, 6)","{1: 0.954973432032861, 2: 0.045026567967139004}"
"(6, 12)","(8, 6)","{1: 0.9954262686138876, 2: 0.004573731386112339}"
"(7, 12)","(8, 7)","{1: 0.9954262686138876, 2: 0.004573731386112339}"
"(8, 12)","(8, 8)","{1: 0.9965245062772319, 2: 0.003475493722768123}"
"(9, 12)","(9, 8)","{1: 0.9965245062772319, 2: 0.003475493722768123}"
"(9, 11)","(9, 9)","{1: 0.9996053521368823, 2: 0.0003946478631177181}"
"(9, 10)","(9, 9)","{1: 0.9996053521368823, 2: 0.0003946478631177181}"
