watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(8, 3)","{1: 0.3164314966353579, 2: 0.39738326500221466, 3: 0.2861852383624275}"
"(6, 18)","(7, 3)","{1: 0.3287988392961301, 2: 0.42488608300829034, 3: 0.24631507769557964}"
"(6, 17)","(6, 3)","{1: 0.33933270889669537, 2: 0.45189078561529694, 3: 0.20877650548800766}"
"(6, 16)","(5, 3)","{1: 0.34778766692660745, 2: 0.4780572784205524, 3: 0.17415505465284026}"
"(6, 15)","(5, 4)","{1: 0.35400000539669324, 2: 0.5031053424369911, 3: 0.14289465216631567}"
"(6, 14)","(4, 4)","{1: 0.35400000539669324, 2: 0.5031053424369911, 3: 0.14289465216631567}"
"(6, 13)","(3, 4)","{1: 0.42522714795110017, 2: 0.4590435400084649, 3: 0.11572931204043499}"
"(6, 12)","(2, 4)","{1: 0.42831585844229103, 2: 0.4807284081782905, 3: 0.09095573337941848}"
"(5, 12)","(2, 3)","{1: 0.4286498055611015, 2: 0.501186397342579, 3: 0.07016379709631963}"
"(4, 12)","(2, 2)","{1: 0.830698650581662, 2: 0.08391433755485898, 3: 0.085387011863479}"
"(3, 12)","(2, 3)","{1: 0.830698650581662, 2: 0.08391433755485898, 3: 0.085387011863479}"
"(2, 12)","(3, 3)","{1: 0.8604657237450365, 2: 0.08327195455523678, 3: 0.05626232169972676}"
"(3, 12)","(3, 4)","{1: 0.943230609938893, 2: 0.011809774138106185, 3: 0.04495961592300093}"
"(4, 12)","(4, 4)","{1: 0.956333582029847, 2: 0.010947402672263577, 3: 0.03271901529788942}"
"(5, 12)","(5, 4)","{1: 0.9702717913937842, 2: 0.0013690825126240363, 3: 0.028359126093591768}"
"(6, 12)","(6, 4)","{1: 0.9757094666297537, 2: 0.00018229194549238662, 3: 0.02410824142475394}"
"(7, 12)","(6, 5)","{1: 0.9833516885949452, 2: 2.5809295489193325e-05, 3: 0.016622502109565777}"
"(8, 12)","(6, 6)","{1: 0.9959393068477533, 2: 2.0788539687840948e-05, 3: 0.004039904612558902}"
"(9, 12)","(7, 6)","{1: 0.999013233617945, 2: 1.6491401217759857e-05, 3: 0.0009702749808371288}"
"(9, 11)","(8, 6)","{1: 0.9993865053704195, 2: 1.979714566079524e-06, 3: 0.0006115149150143199}"
"(9, 10)","(8, 7)","{1: 0.9996186848959512, 2: 2.533195608398204e-07, 3: 0.0003810617844879401}"
"(9, 10)","(8, 8)","{1: 0.9999158466587844, 2: 1.849958745214128e-07, 3: 8.396834534108809e-05}"
"(9, 10)","(9, 8)","{1: 0.9999158466587844, 2: 1.849958745214128e-07, 3: 8.396834534108809e-05}"
"(9, 10)","(9, 9)","{1: 0.9999158466587844, 2: 1.849958745214128e-07, 3: 8.396834534108809e-05}"
