watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(8, 3)","{1: 0.3164314966353579, 2: 0.39738326500221466, 3: 0.2861852383624275}"
"(6, 18)","(7, 3)","{1: 0.3287988392961301, 2: 0.42488608300829034, 3: 0.24631507769557964}"
"(6, 17)","(6, 3)","{1: 0.33933270889669537, 2: 0.45189078561529694, 3: 0.20877650548800766}"
"(6, 16)","(5, 3)","{1: 0.34778766692660745, 2: 0.4780572784205524, 3: 0.17415505465284026}"
"(6, 15)","(5, 4)","{1: 0.34778766692660745, 2: 0.4780572784205524, 3: 0.17415505465284026}"
"(6, 14)","(4, 4)","{1: 0.34778766692660745, 2: 0.4780572784205524, 3: 0.17415505465284026}"
"(6, 13)","(3, 4)","{1: 0.34778766692660745, 2: 0.4780572784205524, 3: 0.17415505465284026}"
"(6, 12)","(2, 4)","{1: 0.34778766692660745, 2: 0.4780572784205524, 3: 0.17415505465284026}"
"(5, 12)","(2, 3)","{1: 0.34778766692660745, 2: 0.4780572784205524, 3: 0.17415505465284026}"
"(4, 12)","(2, 2)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(3, 12)","(2, 3)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(2, 12)","(3, 3)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(3, 12)","(3, 4)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(4, 12)","(4, 4)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(5, 12)","(5, 4)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(6, 12)","(6, 4)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(7, 12)","(6, 3)","{1: 0.6977326976121982, 2: 0.08286113053112786, 3: 0.21940617185667394}"
"(6, 12)","(7, 3)","{1: 0.11065463677712484, 2: 0.06795558750474515, 3: 0.82138977571813}"
"(5, 12)","(8, 3)","{1: 0.15918858270531, 2: 0.015810402000516473, 3: 0.8250010152941736}"
"(5, 13)","(9, 3)","{1: 0.21818986172396568, 2: 0.0036250652405198838, 3: 0.7781850730355144}"
"(4, 13)","(10, 3)","{1: 0.21818986172396568, 2: 0.0036250652405198838, 3: 0.7781850730355144}"
"(3, 13)","(10, 2)","{1: 0.010549203492900706, 2: 0.0012091176688957398, 3: 0.9882416788382036}"
"(2, 13)","(11, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(2, 14)","(12, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(2, 15)","(13, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(2, 16)","(14, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(2, 17)","(15, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(2, 18)","(16, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(2, 17)","(17, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(3, 17)","(18, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(3, 16)","(17, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(3, 15)","(16, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(4, 15)","(15, 2)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(5, 15)","(15, 3)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(6, 15)","(14, 3)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(6, 14)","(14, 4)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(6, 13)","(13, 4)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(6, 12)","(13, 5)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(7, 12)","(13, 6)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(8, 12)","(13, 7)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(9, 12)","(12, 7)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(9, 11)","(12, 8)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(9, 10)","(12, 9)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(9, 10)","(11, 9)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(9, 10)","(10, 9)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
"(9, 10)","(9, 9)","{1: 0.0002803310055159261, 2: 0.0003311746257569311, 3: 0.9993884943687271}"
