watcher_pos,knower_pos,beliefs
"(8, 18)","(8, 2)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(7, 2)","{1: 0.33825241587321786, 2: 0.33256483860922414, 3: 0.32918274551755805}"
"(6, 18)","(6, 2)","{1: 0.3435052890053725, 2: 0.33180188905889035, 3: 0.324692821935737}"
"(5, 18)","(5, 2)","{1: 0.3491286559012952, 2: 0.33104381856847903, 3: 0.31982752553022575}"
"(4, 18)","(4, 2)","{1: 0.35516478477785185, 2: 0.33028940068274243, 3: 0.31454581453940567}"
"(3, 18)","(3, 2)","{1: 0.3616625934485479, 2: 0.3295366234359685, 3: 0.3088007831154837}"
"(2, 18)","(2, 2)","{1: 0.3686789943746557, 2: 0.3287823760794263, 3: 0.3025386295459181}"
"(2, 17)","(2, 3)","{1: 0.3762805751184354, 2: 0.3280220102723343, 3: 0.29569741460923044}"
"(2, 16)","(3, 3)","{1: 0.38222651986435013, 2: 0.3413290154501053, 3: 0.2764444646855446}"
"(2, 15)","(3, 4)","{1: 0.40114551085528233, 2: 0.32016543601272396, 3: 0.2786890531319937}"
"(2, 14)","(4, 4)","{1: 0.41392613842851445, 2: 0.32719841843650754, 3: 0.2588754431349779}"
"(2, 13)","(5, 4)","{1: 0.44018689452554793, 2: 0.2982939000549892, 3: 0.2615192054194629}"
"(2, 12)","(6, 4)","{1: 0.4671375807378829, 2: 0.27083986568581436, 3: 0.2620225535763026}"
"(3, 12)","(6, 5)","{1: 0.4951145799368973, 2: 0.24463170659969719, 3: 0.2602537134634054}"
"(4, 12)","(6, 6)","{1: 0.5185933623577045, 2: 0.24409165274131497, 3: 0.23731498490098057}"
"(5, 12)","(7, 6)","{1: 0.5440126145268186, 2: 0.241732640514659, 3: 0.21425474495852237}"
"(6, 12)","(8, 6)","{1: 0.582209122141678, 2: 0.21121327518843552, 3: 0.2065776026698866}"
"(7, 12)","(8, 7)","{1: 0.6231403799810673, 2: 0.18157323671335432, 3: 0.19528638330557843}"
"(8, 12)","(8, 8)","{1: 0.6624928700387429, 2: 0.17020907679273084, 3: 0.16729805316852614}"
"(9, 12)","(9, 8)","{1: 0.7176862251192443, 2: 0.1419519041590851, 3: 0.1403618707216706}"
"(9, 11)","(9, 9)","{1: 0.7746551830266395, 2: 0.10822715051910756, 3: 0.11711766645425302}"
"(9, 10)","(9, 9)","{1: 0.7746551830266395, 2: 0.10822715051910756, 3: 0.11711766645425302}"
