watcher_pos,knower_pos,beliefs
"(8, 18)","(8, 2)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(7, 2)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(6, 18)","(6, 2)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(5, 18)","(5, 2)","{1: 0.3388916749582505, 2: 0.3326713961507898, 3: 0.32843692889095966}"
"(4, 18)","(4, 2)","{1: 0.3388916749582505, 2: 0.3326713961507898, 3: 0.32843692889095966}"
"(3, 18)","(3, 2)","{1: 0.3388916749582505, 2: 0.3326713961507898, 3: 0.32843692889095966}"
"(2, 18)","(2, 2)","{1: 0.3457592173815706, 2: 0.332191386580535, 3: 0.32204939603789445}"
"(2, 17)","(3, 2)","{1: 0.3457592173815706, 2: 0.332191386580535, 3: 0.32204939603789445}"
"(2, 16)","(4, 2)","{1: 0.3457592173815706, 2: 0.332191386580535, 3: 0.32204939603789445}"
"(2, 15)","(5, 2)","{1: 0.3639279391432843, 2: 0.30597122704971, 3: 0.3301008338070057}"
"(2, 14)","(6, 2)","{1: 0.3639279391432843, 2: 0.30597122704971, 3: 0.3301008338070057}"
"(2, 13)","(7, 2)","{1: 0.3639279391432843, 2: 0.30597122704971, 3: 0.3301008338070057}"
"(2, 12)","(8, 2)","{1: 0.3844396981403306, 2: 0.28064641951328645, 3: 0.3349138823463831}"
"(3, 12)","(9, 2)","{1: 0.3844396981403306, 2: 0.28064641951328645, 3: 0.3349138823463831}"
"(4, 12)","(10, 2)","{1: 0.3844396981403306, 2: 0.28064641951328645, 3: 0.3349138823463831}"
"(5, 12)","(11, 2)","{1: 0.36474792595720423, 2: 0.27415575001910897, 3: 0.36109632402368674}"
"(6, 12)","(12, 2)","{1: 0.36474792595720423, 2: 0.27415575001910897, 3: 0.36109632402368674}"
"(7, 12)","(13, 2)","{1: 0.36474792595720423, 2: 0.27415575001910897, 3: 0.36109632402368674}"
"(8, 12)","(14, 2)","{1: 0.33930092208670726, 2: 0.2691127895568242, 3: 0.3915862883564685}"
"(9, 12)","(15, 2)","{1: 0.33930092208670726, 2: 0.2691127895568242, 3: 0.3915862883564685}"
"(9, 11)","(16, 2)","{1: 0.33930092208670726, 2: 0.2691127895568242, 3: 0.3915862883564685}"
"(9, 10)","(17, 2)","{1: 0.31723191972929804, 2: 0.2611833338082972, 3: 0.4215847464624047}"
"(9, 10)","(18, 2)","{1: 0.31723191972929804, 2: 0.2611833338082972, 3: 0.4215847464624047}"
"(9, 10)","(17, 2)","{1: 0.31723191972929804, 2: 0.2611833338082972, 3: 0.4215847464624047}"
"(9, 10)","(16, 2)","{1: 0.302943493750207, 2: 0.2578652148251376, 3: 0.4391912914246554}"
"(9, 10)","(15, 2)","{1: 0.302943493750207, 2: 0.2578652148251376, 3: 0.4391912914246554}"
"(9, 10)","(15, 3)","{1: 0.302943493750207, 2: 0.2578652148251376, 3: 0.4391912914246554}"
"(9, 10)","(14, 3)","{1: 0.28491488901713635, 2: 0.2588774008100422, 3: 0.4562077101728216}"
"(9, 10)","(14, 4)","{1: 0.28491488901713635, 2: 0.2588774008100422, 3: 0.4562077101728216}"
"(9, 10)","(13, 4)","{1: 0.28491488901713635, 2: 0.2588774008100422, 3: 0.4562077101728216}"
"(9, 10)","(13, 5)","{1: 0.26216150953985384, 2: 0.2589744806094377, 3: 0.4788640098507085}"
"(9, 10)","(13, 6)","{1: 0.26216150953985384, 2: 0.2589744806094377, 3: 0.4788640098507085}"
"(9, 10)","(13, 7)","{1: 0.26216150953985384, 2: 0.2589744806094377, 3: 0.4788640098507085}"
"(9, 10)","(12, 7)","{1: 0.23740362459955394, 2: 0.25498390305477237, 3: 0.5076124723456739}"
"(9, 10)","(12, 8)","{1: 0.23740362459955394, 2: 0.25498390305477237, 3: 0.5076124723456739}"
"(9, 10)","(12, 9)","{1: 0.23740362459955394, 2: 0.25498390305477237, 3: 0.5076124723456739}"
"(9, 10)","(11, 9)","{1: 0.21190301316688684, 2: 0.22452149344220362, 3: 0.5635754933909096}"
"(9, 10)","(10, 9)","{1: 0.21190301316688684, 2: 0.22452149344220362, 3: 0.5635754933909096}"
"(9, 10)","(9, 9)","{1: 0.21190301316688684, 2: 0.22452149344220362, 3: 0.5635754933909096}"
"(9, 10)","(9, 9)","{1: 0.1383028670823452, 2: 0.16234586988625263, 3: 0.6993512630314022}"
"(9, 10)","(9, 9)","{1: 0.1383028670823452, 2: 0.16234586988625263, 3: 0.6993512630314022}"
"(9, 10)","(9, 9)","{1: 0.1383028670823452, 2: 0.16234586988625263, 3: 0.6993512630314022}"
"(9, 10)","(9, 9)","{1: 0.09506731615554702, 2: 0.11064993136580827, 3: 0.7942827524786447}"
"(9, 10)","(9, 9)","{1: 0.09506731615554702, 2: 0.11064993136580827, 3: 0.7942827524786447}"
"(9, 10)","(9, 9)","{1: 0.09506731615554702, 2: 0.11064993136580827, 3: 0.7942827524786447}"
"(9, 11)","(9, 9)","{1: 0.06266191450706546, 2: 0.07231583900259257, 3: 0.865022246490342}"
"(9, 12)","(9, 9)","{1: 0.06266191450706546, 2: 0.07231583900259257, 3: 0.865022246490342}"
"(8, 12)","(9, 9)","{1: 0.06266191450706546, 2: 0.07231583900259257, 3: 0.865022246490342}"
"(7, 12)","(9, 9)","{1: 0.040075106433878974, 2: 0.04585791532587706, 3: 0.9140669782402439}"
"(6, 12)","(9, 9)","{1: 0.040075106433878974, 2: 0.04585791532587706, 3: 0.9140669782402439}"
"(5, 12)","(9, 9)","{1: 0.040075106433878974, 2: 0.04585791532587706, 3: 0.9140669782402439}"
"(4, 12)","(9, 9)","{1: 0.025112454392690487, 2: 0.028493030224235813, 3: 0.9463945153830737}"
"(3, 12)","(9, 9)","{1: 0.025112454392690487, 2: 0.028493030224235813, 3: 0.9463945153830737}"
"(2, 12)","(9, 9)","{1: 0.025112454392690487, 2: 0.028493030224235813, 3: 0.9463945153830737}"
"(3, 12)","(9, 9)","{1: 0.015529708217918619, 2: 0.017471195678784253, 3: 0.9669990961032972}"
"(4, 12)","(9, 9)","{1: 0.015529708217918619, 2: 0.017471195678784253, 3: 0.9669990961032972}"
"(5, 12)","(9, 9)","{1: 0.015529708217918619, 2: 0.017471195678784253, 3: 0.9669990961032972}"
"(6, 12)","(9, 9)","{1: 0.009523969930491798, 2: 0.010623978950819693, 3: 0.9798520511186884}"
"(7, 12)","(9, 9)","{1: 0.009523969930491798, 2: 0.010623978950819693, 3: 0.9798520511186884}"
"(8, 12)","(9, 9)","{1: 0.009523969930491798, 2: 0.010623978950819693, 3: 0.9798520511186884}"
"(9, 12)","(9, 9)","{1: 0.005810723641620843, 2: 0.006427014222706475, 3: 0.9877622621356728}"
"(9, 11)","(9, 9)","{1: 0.005810723641620843, 2: 0.006427014222706475, 3: 0.9877622621356728}"
"(9, 10)","(9, 9)","{1: 0.005810723641620843, 2: 0.006427014222706475, 3: 0.9877622621356728}"
