watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.3324890657767014, 2: 0.3385029665271656, 3: 0.329007967696133}"
"(6, 18)","(7, 3)","{1: 0.3340954185418536, 2: 0.3412815489935337, 3: 0.3246230324646127}"
"(5, 18)","(6, 3)","{1: 0.335769941710461, 2: 0.3442456527066138, 3: 0.3199844055829253}"
"(4, 18)","(5, 3)","{1: 0.33751528414163273, 2: 0.3474153868056463, 3: 0.31506932905272084}"
"(3, 18)","(5, 4)","{1: 0.3393337479505568, 2: 0.3508140304964202, 3: 0.309852221553023}"
"(2, 18)","(4, 4)","{1: 0.34240982496358435, 2: 0.3567521791551566, 3: 0.30083799588125903}"
"(2, 17)","(3, 4)","{1: 0.34760626655769483, 2: 0.35741070632643335, 3: 0.2949830271158718}"
"(2, 16)","(2, 4)","{1: 0.34964640218777365, 2: 0.3616357592696989, 3: 0.28871783854252747}"
"(2, 15)","(2, 3)","{1: 0.3517578501821212, 2: 0.36622793496187206, 3: 0.28201421485600675}"
"(2, 14)","(2, 2)","{1: 0.37510551729701136, 2: 0.33700426863032057, 3: 0.28789021407266824}"
"(2, 13)","(2, 3)","{1: 0.39888826430872953, 2: 0.3091526911201485, 3: 0.291959044571122}"
"(2, 12)","(3, 3)","{1: 0.40543129937524786, 2: 0.3118986624555063, 3: 0.28267003816924585}"
"(3, 12)","(3, 4)","{1: 0.427011466271416, 2: 0.2874659201159254, 3: 0.2855226136126585}"
"(4, 12)","(4, 4)","{1: 0.434728967912785, 2: 0.2877104991100694, 3: 0.27756053297714556}"
"(5, 12)","(5, 4)","{1: 0.4574346534961305, 2: 0.2619897897368817, 3: 0.2805755567669879}"
"(6, 12)","(6, 4)","{1: 0.48078789031326014, 2: 0.23755159541782792, 3: 0.281660514268912}"
"(7, 12)","(6, 3)","{1: 0.5068066686355559, 2: 0.2149581007876786, 3: 0.2782352305767656}"
"(8, 12)","(7, 3)","{1: 0.4788761012491481, 2: 0.21622610845748963, 3: 0.30489779029336234}"
"(9, 12)","(8, 3)","{1: 0.5030847691583742, 2: 0.19613475370749342, 3: 0.3007804771341323}"
"(9, 11)","(9, 3)","{1: 0.5289770313810365, 2: 0.1767091020703463, 3: 0.29431386654861735}"
"(9, 10)","(10, 3)","{1: 0.5570207324557458, 2: 0.15781422839454068, 3: 0.2851650391497135}"
"(9, 10)","(10, 2)","{1: 0.5335225329899012, 2: 0.15765181951608107, 3: 0.30882564749401775}"
"(9, 10)","(11, 2)","{1: 0.4977974075829359, 2: 0.16082985379987236, 3: 0.34137273861719186}"
"(9, 10)","(12, 2)","{1: 0.4625472999087106, 2: 0.16119297426184998, 3: 0.37625972582943945}"
"(9, 10)","(13, 2)","{1: 0.42967370584342374, 2: 0.15982112703446477, 3: 0.4105051671221115}"
"(9, 10)","(14, 2)","{1: 0.3988092254855069, 2: 0.1570125674183646, 3: 0.44417820709612854}"
"(9, 10)","(15, 2)","{1: 0.36967115711492665, 2: 0.15300861283776077, 3: 0.4773202300473126}"
"(9, 10)","(16, 2)","{1: 0.34204083967330307, 2: 0.1480081926598478, 3: 0.5099509676668491}"
"(9, 10)","(17, 2)","{1: 0.3157487920374706, 2: 0.14217826880465684, 3: 0.5420729391578727}"
"(9, 10)","(18, 2)","{1: 0.29601854710506526, 2: 0.13609177347665594, 3: 0.5678896794182787}"
"(9, 10)","(17, 2)","{1: 0.25748908211588717, 2: 0.13302836136678226, 3: 0.6094825565173305}"
"(9, 10)","(16, 2)","{1: 0.2430182304551487, 2: 0.12946491323325615, 3: 0.6275168563115952}"
"(9, 10)","(15, 2)","{1: 0.22046660497608608, 2: 0.12675090318369436, 3: 0.6527824918402194}"
"(9, 10)","(15, 3)","{1: 0.20159336265478534, 2: 0.1250250902641118, 3: 0.6733815470811029}"
