watcher_pos,knower_pos,beliefs
"(9, 17)","(8, 2)","{1: 0.5, 2: 0.5}"
"(9, 16)","(7, 2)","{1: 0.5, 2: 0.5}"
"(9, 15)","(6, 2)","{1: 0.5010970927043336, 2: 0.4989029072956665}"
"(9, 14)","(5, 2)","{1: 0.5010970927043336, 2: 0.4989029072956665}"
"(9, 13)","(4, 2)","{1: 0.5022991641874022, 2: 0.49770083581259783}"
"(9, 12)","(3, 2)","{1: 0.5022991641874022, 2: 0.49770083581259783}"
"(8, 12)","(2, 2)","{1: 0.5036282442768294, 2: 0.4963717557231707}"
"(7, 12)","(2, 3)","{1: 0.5036282442768294, 2: 0.4963717557231707}"
"(6, 12)","(3, 3)","{1: 0.50214240637593, 2: 0.49785759362407006}"
"(5, 12)","(3, 4)","{1: 0.50214240637593, 2: 0.49785759362407006}"
"(4, 12)","(4, 4)","{1: 0.502772114338158, 2: 0.4972278856618419}"
"(3, 12)","(5, 4)","{1: 0.502772114338158, 2: 0.4972278856618419}"
"(2, 12)","(6, 4)","{1: 0.5125894747821876, 2: 0.4874105252178123}"
"(3, 12)","(6, 5)","{1: 0.5125894747821876, 2: 0.4874105252178123}"
"(4, 12)","(6, 6)","{1: 0.5157869307928488, 2: 0.4842130692071513}"
"(5, 12)","(7, 6)","{1: 0.5157869307928488, 2: 0.4842130692071513}"
"(6, 12)","(8, 6)","{1: 0.5287350910389378, 2: 0.4712649089610623}"
"(7, 12)","(8, 7)","{1: 0.5287350910389378, 2: 0.4712649089610623}"
"(8, 12)","(8, 8)","{1: 0.5372455097359273, 2: 0.4627544902640726}"
"(9, 12)","(9, 8)","{1: 0.5372455097359273, 2: 0.4627544902640726}"
"(9, 11)","(9, 9)","{1: 0.5607277999856329, 2: 0.43927220001436706}"
"(9, 10)","(9, 9)","{1: 0.5607277999856329, 2: 0.43927220001436706}"
