watcher_pos,knower_pos,beliefs
"(9, 17)","(9, 3)","{1: 0.5, 2: 0.5}"
"(9, 16)","(8, 3)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(9, 15)","(7, 3)","{1: 0.39999664706696986, 2: 0.6000033529330302}"
"(9, 14)","(6, 3)","{1: 0.3999948238102164, 2: 0.6000051761897837}"
"(9, 13)","(5, 3)","{1: 0.39999361069898687, 2: 0.6000063893010131}"
"(9, 12)","(5, 4)","{1: 0.39999283675222114, 2: 0.6000071632477788}"
"(10, 12)","(4, 4)","{1: 0.39999283675222114, 2: 0.6000071632477788}"
"(9, 12)","(3, 4)","{1: 0.5714203555248157, 2: 0.4285796444751843}"
"(8, 12)","(2, 4)","{1: 0.5714202067553141, 2: 0.428579793244686}"
"(7, 12)","(1, 4)","{1: 0.5714201324363013, 2: 0.4285798675636987}"
"(8, 12)","(1, 5)","{1: 5.234478128921947e-13, 2: 0.9999999999994766}"
"(9, 12)","(1, 6)","{1: 5.234478128921947e-13, 2: 0.9999999999994766}"
"(10, 12)","(2, 6)","{1: 5.234478128921947e-13, 2: 0.9999999999994766}"
"(11, 12)","(2, 7)","{1: 1.4879706233289844e-23, 2: 1.0}"
"(12, 12)","(3, 7)","{1: 1.4879706233289844e-23, 2: 1.0}"
"(13, 12)","(3, 8)","{1: 1.1612886587043819e-33, 2: 1.0}"
"(14, 12)","(3, 9)","{1: 1.1612886587043819e-33, 2: 1.0}"
"(15, 12)","(4, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(16, 12)","(5, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(17, 12)","(6, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(18, 12)","(7, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(18, 11)","(8, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(17, 11)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(17, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(16, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(15, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(14, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(13, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(12, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(11, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(10, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
"(9, 10)","(9, 9)","{1: 2.6693995354683848e-43, 2: 1.0}"
