watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(8, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(6, 18)","(7, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(5, 18)","(6, 3)","{1: 0.33377762665759947, 2: 0.3340904454267256, 3: 0.3321319279156749}"
"(4, 18)","(5, 3)","{1: 0.33377762665759947, 2: 0.3340904454267256, 3: 0.3321319279156749}"
"(3, 18)","(5, 4)","{1: 0.33377762665759947, 2: 0.3340904454267256, 3: 0.3321319279156749}"
"(2, 18)","(4, 4)","{1: 0.33464148450403886, 2: 0.3356243538716807, 3: 0.3297341616242804}"
"(2, 17)","(3, 4)","{1: 0.33464148450403886, 2: 0.3356243538716807, 3: 0.3297341616242804}"
"(2, 16)","(2, 4)","{1: 0.33464148450403886, 2: 0.3356243538716807, 3: 0.3297341616242804}"
"(2, 15)","(2, 3)","{1: 0.335281738257241, 2: 0.3368422868834381, 3: 0.32787597485932096}"
"(2, 14)","(2, 2)","{1: 0.335281738257241, 2: 0.3368422868834381, 3: 0.32787597485932096}"
"(2, 13)","(2, 3)","{1: 0.335281738257241, 2: 0.3368422868834381, 3: 0.32787597485932096}"
"(2, 12)","(3, 3)","{1: 0.336865998280076, 2: 0.3377812034476372, 3: 0.3253527982722868}"
"(3, 12)","(3, 4)","{1: 0.336865998280076, 2: 0.3377812034476372, 3: 0.3253527982722868}"
"(4, 12)","(4, 4)","{1: 0.336865998280076, 2: 0.3377812034476372, 3: 0.3253527982722868}"
"(5, 12)","(5, 4)","{1: 0.3421559859315171, 2: 0.3308325072337715, 3: 0.3270115068347115}"
"(6, 12)","(6, 4)","{1: 0.3421559859315171, 2: 0.3308325072337715, 3: 0.3270115068347115}"
"(7, 12)","(6, 5)","{1: 0.3421559859315171, 2: 0.3308325072337715, 3: 0.3270115068347115}"
"(8, 12)","(6, 6)","{1: 0.3477583991529335, 2: 0.3314664458365672, 3: 0.32077515501049925}"
"(9, 12)","(7, 6)","{1: 0.3477583991529335, 2: 0.3314664458365672, 3: 0.32077515501049925}"
"(9, 11)","(8, 6)","{1: 0.3477583991529335, 2: 0.3314664458365672, 3: 0.32077515501049925}"
"(9, 10)","(8, 7)","{1: 0.3578141956871743, 2: 0.3228617492384189, 3: 0.31932405507440675}"
"(9, 10)","(8, 8)","{1: 0.3578141956871743, 2: 0.3228617492384189, 3: 0.31932405507440675}"
"(9, 10)","(9, 8)","{1: 0.3578141956871743, 2: 0.3228617492384189, 3: 0.31932405507440675}"
"(9, 10)","(9, 9)","{1: 0.37654151200292624, 2: 0.3109206994088866, 3: 0.3125377885881871}"
