watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(6, 18)","(7, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(5, 18)","(6, 3)","{1: 0.3465609916265326, 2: 0.3497100557237356, 3: 0.30372895264973176}"
"(4, 18)","(5, 3)","{1: 0.3465609916265326, 2: 0.3497100557237356, 3: 0.30372895264973176}"
"(3, 18)","(5, 4)","{1: 0.3465609916265326, 2: 0.3497100557237356, 3: 0.30372895264973176}"
"(2, 18)","(4, 4)","{1: 0.3605840685042044, 2: 0.366265685528203, 3: 0.2731502459675926}"
"(2, 17)","(3, 4)","{1: 0.3605840685042044, 2: 0.366265685528203, 3: 0.2731502459675926}"
"(2, 16)","(2, 4)","{1: 0.3605840685042044, 2: 0.366265685528203, 3: 0.2731502459675926}"
"(2, 15)","(1, 4)","{1: 0.37106921432221696, 2: 0.3790329712995897, 3: 0.24989781437819336}"
"(2, 14)","(1, 5)","{1: 0.37106921432221696, 2: 0.3790329712995897, 3: 0.24989781437819336}"
"(2, 13)","(1, 6)","{1: 0.37106921432221696, 2: 0.3790329712995897, 3: 0.24989781437819336}"
"(3, 13)","(2, 6)","{1: 0.0005675580566389956, 2: 0.9868443410158826, 3: 0.01258810092747842}"
"(3, 12)","(2, 7)","{1: 0.0005675580566389956, 2: 0.9868443410158826, 3: 0.01258810092747842}"
"(4, 12)","(3, 7)","{1: 0.0005675580566389956, 2: 0.9868443410158826, 3: 0.01258810092747842}"
"(5, 12)","(3, 8)","{1: 1.6499747541464634e-06, 2: 0.9939479314272283, 3: 0.006050418598017692}"
"(6, 12)","(3, 9)","{1: 1.6499747541464634e-06, 2: 0.9939479314272283, 3: 0.006050418598017692}"
"(7, 12)","(4, 9)","{1: 1.6499747541464634e-06, 2: 0.9939479314272283, 3: 0.006050418598017692}"
"(8, 12)","(5, 9)","{1: 5.464326136747077e-07, 2: 0.997140591358707, 3: 0.002858862208679241}"
"(9, 12)","(6, 9)","{1: 5.464326136747077e-07, 2: 0.997140591358707, 3: 0.002858862208679241}"
"(10, 12)","(7, 9)","{1: 5.464326136747077e-07, 2: 0.997140591358707, 3: 0.002858862208679241}"
"(11, 12)","(8, 9)","{1: 3.4756249495044623e-10, 2: 0.9986370949219572, 3: 0.001362904730480377}"
"(12, 12)","(9, 9)","{1: 3.4756249495044623e-10, 2: 0.9986370949219572, 3: 0.001362904730480377}"
"(13, 12)","(9, 9)","{1: 3.4756249495044623e-10, 2: 0.9986370949219572, 3: 0.001362904730480377}"
"(14, 12)","(9, 9)","{1: 8.781849538570904e-12, 2: 0.9999512139782586, 3: 4.878601295949649e-05}"
"(15, 12)","(9, 9)","{1: 8.781849538570904e-12, 2: 0.9999512139782586, 3: 4.878601295949649e-05}"
"(16, 12)","(9, 9)","{1: 8.781849538570904e-12, 2: 0.9999512139782586, 3: 4.878601295949649e-05}"
"(17, 12)","(9, 9)","{1: 2.2160950849229562e-13, 2: 0.999998255887388, 3: 1.7441123904883151e-06}"
"(18, 12)","(9, 9)","{1: 2.2160950849229562e-13, 2: 0.999998255887388, 3: 1.7441123904883151e-06}"
"(17, 12)","(9, 9)","{1: 2.2160950849229562e-13, 2: 0.999998255887388, 3: 1.7441123904883151e-06}"
"(16, 12)","(9, 9)","{1: 5.592050553683219e-15, 2: 0.9999999376503605, 3: 6.234963390836753e-08}"
"(15, 12)","(9, 9)","{1: 5.592050553683219e-15, 2: 0.9999999376503605, 3: 6.234963390836753e-08}"
"(14, 12)","(9, 9)","{1: 5.592050553683219e-15, 2: 0.9999999376503605, 3: 6.234963390836753e-08}"
"(13, 12)","(9, 9)","{1: 1.4110847001678792e-16, 2: 0.9999999977710894, 3: 2.2289105711367486e-09}"
"(12, 12)","(9, 9)","{1: 1.4110847001678792e-16, 2: 0.9999999977710894, 3: 2.2289105711367486e-09}"
"(11, 12)","(9, 9)","{1: 1.4110847001678792e-16, 2: 0.9999999977710894, 3: 2.2289105711367486e-09}"
"(11, 11)","(9, 9)","{1: 3.560697272856125e-18, 2: 0.9999999999203196, 3: 7.968037235666203e-11}"
"(11, 10)","(9, 9)","{1: 3.560697272856125e-18, 2: 0.9999999999203196, 3: 7.968037235666203e-11}"
"(10, 10)","(9, 9)","{1: 3.560697272856125e-18, 2: 0.9999999999203196, 3: 7.968037235666203e-11}"
"(9, 10)","(9, 9)","{1: 8.984978039334999e-20, 2: 0.9999999999971515, 3: 2.848459605313259e-12}"
