watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(6, 18)","(7, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(5, 18)","(6, 3)","{1: 0.33507015137419677, 2: 0.336294761244615, 3: 0.32863508738118824}"
"(4, 18)","(5, 3)","{1: 0.33507015137419677, 2: 0.336294761244615, 3: 0.32863508738118824}"
"(3, 18)","(5, 4)","{1: 0.33507015137419677, 2: 0.336294761244615, 3: 0.32863508738118824}"
"(2, 18)","(4, 4)","{1: 0.3383887274202314, 2: 0.3422715203070473, 3: 0.3193397522727213}"
"(2, 17)","(3, 4)","{1: 0.3383887274202314, 2: 0.3422715203070473, 3: 0.3193397522727213}"
"(2, 16)","(2, 4)","{1: 0.3383887274202314, 2: 0.3422715203070473, 3: 0.3193397522727213}"
"(2, 15)","(1, 4)","{1: 0.3407814507404751, 2: 0.34697340646634967, 3: 0.3122451427931753}"
"(2, 14)","(1, 5)","{1: 0.3407814507404751, 2: 0.34697340646634967, 3: 0.3122451427931753}"
"(2, 13)","(1, 6)","{1: 0.3407814507404751, 2: 0.34697340646634967, 3: 0.3122451427931753}"
"(2, 12)","(2, 6)","{1: 0.31918590139942404, 2: 0.37970002444341344, 3: 0.30111407415716235}"
"(3, 12)","(2, 7)","{1: 0.31918590139942404, 2: 0.37970002444341344, 3: 0.30111407415716235}"
"(4, 12)","(3, 7)","{1: 0.31918590139942404, 2: 0.37970002444341344, 3: 0.30111407415716235}"
"(5, 12)","(3, 8)","{1: 0.29723198649931587, 2: 0.4075769861580029, 3: 0.29519102734268116}"
"(6, 12)","(3, 9)","{1: 0.29723198649931587, 2: 0.4075769861580029, 3: 0.29519102734268116}"
"(7, 12)","(4, 9)","{1: 0.29723198649931587, 2: 0.4075769861580029, 3: 0.29519102734268116}"
"(8, 12)","(5, 9)","{1: 0.27159816566928974, 2: 0.45543728895067426, 3: 0.272964545380036}"
"(9, 12)","(6, 9)","{1: 0.27159816566928974, 2: 0.45543728895067426, 3: 0.272964545380036}"
"(9, 11)","(7, 9)","{1: 0.27159816566928974, 2: 0.45543728895067426, 3: 0.272964545380036}"
"(9, 10)","(8, 9)","{1: 0.21544930289904868, 2: 0.5468044734392958, 3: 0.2377462236616555}"
"(9, 10)","(9, 9)","{1: 0.21544930289904868, 2: 0.5468044734392958, 3: 0.2377462236616555}"
"(9, 10)","(9, 9)","{1: 0.21544930289904868, 2: 0.5468044734392958, 3: 0.2377462236616555}"
"(9, 10)","(9, 9)","{1: 0.15860196423362416, 2: 0.6661114285536092, 3: 0.17528660721276662}"
"(9, 10)","(9, 9)","{1: 0.15860196423362416, 2: 0.6661114285536092, 3: 0.17528660721276662}"
"(9, 10)","(9, 9)","{1: 0.15860196423362416, 2: 0.6661114285536092, 3: 0.17528660721276662}"
"(9, 10)","(9, 9)","{1: 0.11041199745253232, 2: 0.7673719986447203, 3: 0.12221600390274732}"
"(9, 10)","(9, 9)","{1: 0.11041199745253232, 2: 0.7673719986447203, 3: 0.12221600390274732}"
"(9, 10)","(9, 9)","{1: 0.11041199745253232, 2: 0.7673719986447203, 3: 0.12221600390274732}"
"(9, 10)","(9, 9)","{1: 0.07347664994020003, 2: 0.8450655270668368, 3: 0.08145782299296331}"
"(9, 10)","(9, 9)","{1: 0.07347664994020003, 2: 0.8450655270668368, 3: 0.08145782299296331}"
"(9, 10)","(9, 9)","{1: 0.07347664994020003, 2: 0.8450655270668368, 3: 0.08145782299296331}"
"(9, 11)","(9, 9)","{1: 0.04729767820491451, 2: 0.9001859259039532, 3: 0.05251639589113239}"
"(9, 12)","(9, 9)","{1: 0.04729767820491451, 2: 0.9001859259039532, 3: 0.05251639589113239}"
"(10, 12)","(9, 9)","{1: 0.04729767820491451, 2: 0.9001859259039532, 3: 0.05251639589113239}"
"(11, 12)","(9, 9)","{1: 0.029755518409492452, 2: 0.9371546732441888, 3: 0.03308980834631879}"
"(12, 12)","(9, 9)","{1: 0.029755518409492452, 2: 0.9371546732441888, 3: 0.03308980834631879}"
"(13, 12)","(9, 9)","{1: 0.029755518409492452, 2: 0.9371546732441888, 3: 0.03308980834631879}"
"(14, 12)","(9, 9)","{1: 0.018439072815759332, 2: 0.961023906082236, 3: 0.02053702110200474}"
"(15, 12)","(9, 9)","{1: 0.018439072815759332, 2: 0.961023906082236, 3: 0.02053702110200474}"
"(16, 12)","(9, 9)","{1: 0.018439072815759332, 2: 0.961023906082236, 3: 0.02053702110200474}"
"(17, 12)","(9, 9)","{1: 0.011316954951020603, 2: 0.9760589691654135, 3: 0.012624075883565983}"
"(18, 12)","(9, 9)","{1: 0.011316954951020603, 2: 0.9760589691654135, 3: 0.012624075883565983}"
