watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(8, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(6, 18)","(7, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(5, 18)","(6, 3)","{1: 0.34953817318013974, 2: 0.36139697665304227, 3: 0.28906485016681793}"
"(4, 18)","(5, 3)","{1: 0.34953817318013974, 2: 0.36139697665304227, 3: 0.28906485016681793}"
"(3, 18)","(5, 4)","{1: 0.34953817318013974, 2: 0.36139697665304227, 3: 0.28906485016681793}"
"(3, 17)","(4, 4)","{1: 0.12048658870063003, 2: 0.6979380914720583, 3: 0.1815753198273117}"
"(3, 16)","(3, 4)","{1: 0.12048658870063003, 2: 0.6979380914720583, 3: 0.1815753198273117}"
"(3, 15)","(2, 4)","{1: 0.12048658870063003, 2: 0.6979380914720583, 3: 0.1815753198273117}"
"(3, 14)","(2, 5)","{1: 0.11753232971157984, 2: 0.7417855467418984, 3: 0.1406821235465216}"
"(3, 13)","(2, 6)","{1: 0.11753232971157984, 2: 0.7417855467418984, 3: 0.1406821235465216}"
"(3, 12)","(2, 7)","{1: 0.11753232971157984, 2: 0.7417855467418984, 3: 0.1406821235465216}"
"(4, 12)","(3, 7)","{1: 0.020552105966565724, 2: 0.9421117604317077, 3: 0.03733613360172656}"
"(5, 12)","(3, 8)","{1: 0.020552105966565724, 2: 0.9421117604317077, 3: 0.03733613360172656}"
"(6, 12)","(3, 9)","{1: 0.020552105966565724, 2: 0.9421117604317077, 3: 0.03733613360172656}"
"(7, 12)","(4, 9)","{1: 0.003701628883368146, 2: 0.9858893308495895, 3: 0.010409040267042308}"
"(8, 12)","(5, 9)","{1: 0.003701628883368146, 2: 0.9858893308495895, 3: 0.010409040267042308}"
"(9, 12)","(6, 9)","{1: 0.003701628883368146, 2: 0.9858893308495895, 3: 0.010409040267042308}"
"(10, 12)","(7, 9)","{1: 0.00026038033049521843, 2: 0.9960009830292418, 3: 0.0037386366402629434}"
"(11, 12)","(8, 9)","{1: 0.00026038033049521843, 2: 0.9960009830292418, 3: 0.0037386366402629434}"
"(12, 12)","(9, 9)","{1: 0.00026038033049521843, 2: 0.9960009830292418, 3: 0.0037386366402629434}"
"(13, 12)","(9, 9)","{1: 2.085246747366834e-05, 2: 0.9986467145301644, 3: 0.001332433002361922}"
"(14, 12)","(9, 9)","{1: 2.085246747366834e-05, 2: 0.9986467145301644, 3: 0.001332433002361922}"
"(15, 12)","(9, 9)","{1: 2.085246747366834e-05, 2: 0.9986467145301644, 3: 0.001332433002361922}"
"(16, 12)","(9, 9)","{1: 3.6854215361843433e-06, 2: 0.9997469267236561, 3: 0.00024938785480777806}"
"(17, 12)","(9, 9)","{1: 3.6854215361843433e-06, 2: 0.9997469267236561, 3: 0.00024938785480777806}"
"(18, 12)","(9, 9)","{1: 3.6854215361843433e-06, 2: 0.9997469267236561, 3: 0.00024938785480777806}"
"(17, 12)","(9, 9)","{1: 6.507708205349412e-07, 2: 0.9999527137543025, 3: 4.6635474876862954e-05}"
"(16, 12)","(9, 9)","{1: 6.507708205349412e-07, 2: 0.9999527137543025, 3: 4.6635474876862954e-05}"
"(15, 12)","(9, 9)","{1: 6.507708205349412e-07, 2: 0.9999527137543025, 3: 4.6635474876862954e-05}"
"(14, 12)","(9, 9)","{1: 1.1489371925674769e-07, 2: 0.999991165742009, 3: 8.719364271753621e-06}"
"(13, 12)","(9, 9)","{1: 1.1489371925674769e-07, 2: 0.999991165742009, 3: 8.719364271753621e-06}"
"(12, 12)","(9, 9)","{1: 1.1489371925674769e-07, 2: 0.999991165742009, 3: 8.719364271753621e-06}"
"(11, 12)","(9, 9)","{1: 2.028387497218421e-08, 2: 0.999998349520738, 3: 1.6301953871885698e-06}"
"(10, 12)","(9, 9)","{1: 2.028387497218421e-08, 2: 0.999998349520738, 3: 1.6301953871885698e-06}"
"(9, 12)","(9, 9)","{1: 2.028387497218421e-08, 2: 0.999998349520738, 3: 1.6301953871885698e-06}"
"(9, 11)","(9, 9)","{1: 3.5809893097053356e-09, 2: 0.9999996916351533, 3: 3.0478385729675606e-07}"
"(9, 10)","(9, 9)","{1: 3.5809893097053356e-09, 2: 0.9999996916351533, 3: 3.0478385729675606e-07}"
