watcher_pos,knower_pos,beliefs
"(8, 18)","(8, 2)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(7, 2)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(6, 18)","(6, 2)","{1: 0.4308134380621873, 2: 0.22237613450881058, 3: 0.34681042742900214}"
"(5, 18)","(5, 2)","{1: 0.4308134380621873, 2: 0.22237613450881058, 3: 0.34681042742900214}"
"(4, 18)","(4, 2)","{1: 0.5210657255715877, 2: 0.1376202748711264, 3: 0.3413139995572858}"
"(3, 18)","(3, 2)","{1: 0.5210657255715877, 2: 0.1376202748711264, 3: 0.3413139995572858}"
"(2, 18)","(2, 2)","{1: 0.597290802171523, 2: 0.08012527059600161, 3: 0.32258392723247536}"
"(2, 17)","(2, 3)","{1: 0.597290802171523, 2: 0.08012527059600161, 3: 0.32258392723247536}"
"(2, 16)","(3, 3)","{1: 0.778031340338909, 2: 0.20670046698350397, 3: 0.015268192677587122}"
"(2, 15)","(3, 4)","{1: 0.778031340338909, 2: 0.20670046698350397, 3: 0.015268192677587122}"
"(2, 14)","(4, 4)","{1: 0.7904542876008736, 2: 0.20925119189675892, 3: 0.00029452050236757386}"
"(2, 13)","(5, 4)","{1: 0.7904542876008736, 2: 0.20925119189675892, 3: 0.00029452050236757386}"
"(2, 12)","(6, 4)","{1: 0.9996069950569832, 2: 5.173224788695844e-05, 3: 0.00034127269512980695}"
"(3, 12)","(6, 5)","{1: 0.9996069950569832, 2: 5.173224788695844e-05, 3: 0.00034127269512980695}"
"(4, 12)","(6, 6)","{1: 0.9999437732235456, 2: 5.113652902735896e-05, 3: 5.090247427056158e-06}"
"(5, 12)","(7, 6)","{1: 0.9999437732235456, 2: 5.113652902735896e-05, 3: 5.090247427056158e-06}"
"(6, 12)","(8, 6)","{1: 0.9999953327659796, 2: 9.982273559780636e-09, 3: 4.657251746733415e-06}"
"(7, 12)","(8, 7)","{1: 0.9999953327659796, 2: 9.982273559780636e-09, 3: 4.657251746733415e-06}"
"(8, 12)","(8, 8)","{1: 0.9999999207294065, 2: 9.859625117307937e-09, 3: 6.941096845525412e-08}"
"(9, 12)","(9, 8)","{1: 0.9999999207294065, 2: 9.859625117307937e-09, 3: 6.941096845525412e-08}"
"(9, 11)","(9, 9)","{1: 0.9999999364954215, 2: 5.227220228730757e-12, 3: 6.349935123827934e-08}"
"(9, 10)","(9, 9)","{1: 0.9999999364954215, 2: 5.227220228730757e-12, 3: 6.349935123827934e-08}"
