watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(6, 18)","(7, 3)","{1: 0.3019939628675563, 2: 0.4527351852322605, 3: 0.24527085190018327}"
"(6, 17)","(6, 3)","{1: 0.3101189547313815, 2: 0.46914029980940264, 3: 0.2207407454592158}"
"(6, 16)","(5, 3)","{1: 0.3173954706524643, 2: 0.48427134672171024, 3: 0.19833318262582544}"
"(6, 15)","(5, 4)","{1: 0.32386549386635954, 2: 0.49812321466067017, 3: 0.17801129147297037}"
"(6, 14)","(4, 4)","{1: 0.33076357022627406, 2: 0.5120955827856464, 3: 0.1571408469880795}"
"(6, 13)","(3, 4)","{1: 0.46183582845085425, 2: 0.36993483073475425, 3: 0.16822934081439156}"
"(6, 12)","(2, 4)","{1: 0.4697346710039276, 2: 0.3786196975903438, 3: 0.15164563140572862}"
"(5, 12)","(1, 4)","{1: 0.47674416568816363, 2: 0.38642778173147996, 3: 0.1368280525803564}"
"(6, 12)","(1, 5)","{1: 0.001572927762241719, 2: 0.9776846093591001, 3: 0.020742462878658136}"
"(7, 12)","(1, 6)","{1: 6.542651843745045e-07, 2: 0.9996160161782289, 3: 0.00038332955658677294}"
"(8, 12)","(2, 6)","{1: 3.8450419790010644e-10, 2: 0.9999925803318988, 3: 7.419283597019158e-06}"
"(9, 12)","(2, 7)","{1: 1.4247147552429034e-12, 2: 0.9999954374992037, 3: 4.562499371566381e-06}"
"(10, 12)","(2, 6)","{1: 4.687446418933732e-16, 2: 0.9999960648878722, 3: 3.935112127291576e-06}"
"(11, 12)","(1, 6)","{1: 9.828786614877216e-11, 2: 0.5945233302100844, 3: 0.40547666969162777}"
"(10, 12)","(1, 5)","{1: 2.7136351388613965e-10, 2: 9.365835419600879e-08, 3: 0.9999999060702822}"
"(9, 12)","(1, 4)","{1: 3.353936672298798e-10, 2: 1.4117333002386432e-12, 3: 0.9999999996631946}"
"(8, 12)","(2, 4)","{1: 3.689195698599823e-10, 2: 8.33453477381915e-17, 3: 0.9999999996310803}"
"(7, 12)","(3, 4)","{1: 2.296431894842408e-10, 2: 5.239433724233345e-17, 3: 0.9999999997703567}"
"(6, 12)","(4, 4)","{1: 1.853908192742874e-13, 2: 3.255211686609445e-17, 3: 0.9999999999998146}"
