watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(8, 17)","(8, 3)","{1: 0.18224588002177258, 2: 0.5673782278806903, 3: 0.2503758920975372}"
"(8, 16)","(7, 3)","{1: 0.18658485384916274, 2: 0.5995830263047967, 3: 0.21383211984604078}"
"(8, 15)","(6, 3)","{1: 0.18974464006225458, 2: 0.6304234550320047, 3: 0.17983190490574064}"
"(8, 14)","(5, 3)","{1: 0.19164769106778679, 2: 0.6595180229191562, 3: 0.14883428601305695}"
"(8, 13)","(5, 4)","{1: 0.19226484831433538, 2: 0.6865769346685574, 3: 0.12115821701710727}"
"(8, 12)","(4, 4)","{1: 0.04513625516135379, 2: 0.9030319862814358, 3: 0.05183175855721046}"
"(9, 12)","(3, 4)","{1: 0.042446208506267735, 2: 0.9180022959532887, 3: 0.039551495540443564}"
"(10, 12)","(2, 4)","{1: 0.03965189663131192, 2: 0.9306771426412208, 3: 0.02967096072746722}"
"(11, 12)","(2, 5)","{1: 0.0368092113084326, 2: 0.9413137962534132, 3: 0.021876992438154226}"
"(12, 12)","(2, 6)","{1: 0.0368092113084326, 2: 0.9413137962534132, 3: 0.021876992438154226}"
"(13, 12)","(2, 7)","{1: 0.0368092113084326, 2: 0.9413137962534132, 3: 0.021876992438154226}"
"(14, 12)","(3, 7)","{1: 0.0368092113084326, 2: 0.9413137962534132, 3: 0.021876992438154226}"
"(15, 12)","(3, 8)","{1: 0.008772002913351267, 2: 0.97647598852857, 3: 0.014752008558078771}"
"(16, 12)","(3, 9)","{1: 0.0014944348773742785, 2: 0.9944650677418884, 3: 0.004040497380737263}"
"(17, 12)","(4, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(18, 12)","(5, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(17, 12)","(6, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(16, 12)","(7, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(15, 12)","(8, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(14, 12)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(13, 12)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(12, 12)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(11, 12)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(10, 12)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(9, 12)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(9, 11)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
"(9, 10)","(9, 9)","{1: 0.00025829513984230285, 2: 0.9986607218423726, 3: 0.0010809830177850254}"
