watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(8, 17)","(8, 3)","{1: 0.006083011147553457, 2: 0.9328026076613902, 3: 0.061114381191056215}"
"(8, 16)","(7, 3)","{1: 0.0060712701662736235, 2: 0.9389972432544329, 3: 0.054931486579293524}"
"(8, 15)","(6, 3)","{1: 0.006057944643154469, 2: 0.9444829307849387, 3: 0.049459124571906744}"
"(8, 14)","(5, 3)","{1: 0.0060437811367707655, 2: 0.9493311774543439, 3: 0.04462504140888537}"
"(8, 13)","(5, 4)","{1: 0.006029455977270763, 2: 0.9536081377401825, 3: 0.04036240628254672}"
"(8, 12)","(4, 4)","{1: 7.44265415250254e-06, 2: 0.9987915514981306, 3: 0.0012010058477169602}"
"(9, 12)","(3, 4)","{1: 7.35135290589125e-06, 2: 0.998917140825698, 3: 0.0010755078213960903}"
"(10, 12)","(2, 4)","{1: 7.270399223485062e-06, 2: 0.9990257268159897, 3: 0.0009670027847867726}"
"(11, 12)","(2, 5)","{1: 7.199758801647628e-06, 2: 0.9991195856159706, 3: 0.000873214625227749}"
"(12, 12)","(2, 6)","{1: 7.199758801647628e-06, 2: 0.9991195856159706, 3: 0.000873214625227749}"
"(13, 12)","(2, 7)","{1: 7.199758801647628e-06, 2: 0.9991195856159706, 3: 0.000873214625227749}"
"(14, 12)","(2, 6)","{1: 7.199758801647628e-06, 2: 0.9991195856159706, 3: 0.000873214625227749}"
"(13, 12)","(3, 6)","{1: 0.017330656585270308, 2: 0.0034758333509510874, 3: 0.9791935100637786}"
"(12, 12)","(4, 6)","{1: 5.34168183321076e-05, 2: 0.003955625841356891, 3: 0.995990957340311}"
"(11, 12)","(5, 6)","{1: 9.659662109437471e-08, 2: 0.004399258421177383, 3: 0.9956006449822015}"
"(10, 12)","(6, 6)","{1: 2.345260046665131e-10, 2: 0.004863976452271983, 3: 0.995136023313202}"
"(9, 12)","(6, 5)","{1: 7.43465453915889e-13, 2: 0.005345867752089429, 3: 0.9946541322471671}"
"(8, 12)","(6, 4)","{1: 7.892395557048518e-13, 2: 6.671351965338683e-11, 3: 0.9999999999324972}"
"(7, 12)","(6, 3)","{1: 8.319862909046126e-13, 2: 8.113161506669903e-18, 3: 0.999999999999168}"
"(6, 12)","(7, 3)","{1: 8.754689068502745e-13, 2: 5.8106170662078416e-24, 3: 0.9999999999991245}"
"(5, 12)","(8, 3)","{1: 1.5271504546630869e-15, 2: 6.233668522294336e-24, 3: 0.9999999999999984}"
"(5, 13)","(9, 3)","{1: 3.578763087799852e-18, 2: 6.652390706008846e-24, 3: 1.0}"
"(4, 13)","(10, 3)","{1: 1.0957209229708111e-20, 2: 7.061577216959791e-24, 3: 1.0}"
"(3, 13)","(10, 2)","{1: 4.278317284769052e-23, 2: 5.738222631004807e-31, 3: 1.0}"
"(2, 13)","(11, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(2, 14)","(12, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(2, 15)","(13, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(2, 16)","(14, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(2, 17)","(15, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(2, 18)","(16, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(2, 17)","(17, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(3, 17)","(18, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(3, 16)","(17, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(3, 15)","(16, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(4, 15)","(15, 2)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(5, 15)","(15, 3)","{1: 4.321018746870395e-23, 2: 6.746646247871174e-38, 3: 1.0}"
"(6, 15)","(14, 3)","{1: 8.537399610822418e-25, 2: 2.5071237370494473e-40, 3: 1.0}"
"(6, 14)","(14, 4)","{1: 8.31656545501937e-25, 2: 1.649814067637081e-43, 3: 1.0}"
"(6, 13)","(13, 4)","{1: 8.121847039497247e-27, 2: 4.7699273704424865e-46, 3: 1.0}"
"(6, 12)","(13, 5)","{1: 7.619344164969162e-27, 2: 1.7665543139202416e-48, 3: 1.0}"
"(6, 11)","(13, 6)","{1: 7.428543150087148e-29, 2: 8.206209337363064e-51, 3: 1.0}"
"(7, 11)","(13, 7)","{1: 8.428225184543841e-31, 2: 4.693633905697433e-53, 3: 1.0}"
"(8, 11)","(12, 7)","{1: 1.1012172621977788e-32, 2: 3.2515665174171328e-55, 3: 1.0}"
"(9, 11)","(12, 8)","{1: 1.0196488728723334e-32, 2: 2.6886445915033845e-57, 3: 1.0}"
"(9, 10)","(12, 9)","{1: 1.3320221051397236e-34, 2: 2.618993249847537e-59, 3: 1.0}"
"(9, 10)","(11, 9)","{1: 1.985216285490485e-36, 2: 2.9701077109534975e-61, 3: 1.0}"
"(9, 10)","(10, 9)","{1: 1.985216285490485e-36, 2: 2.9701077109534975e-61, 3: 1.0}"
"(9, 10)","(9, 9)","{1: 1.985216285490485e-36, 2: 2.9701077109534975e-61, 3: 1.0}"
