watcher_pos,knower_pos,beliefs
"(9, 17)","(9, 3)","{1: 0.5, 2: 0.5}"
"(9, 16)","(8, 3)","{1: 0.5, 2: 0.5}"
"(9, 15)","(7, 3)","{1: 0.5, 2: 0.5}"
"(9, 14)","(6, 3)","{1: 0.5, 2: 0.5}"
"(9, 13)","(5, 3)","{1: 0.5, 2: 0.5}"
"(9, 12)","(5, 4)","{1: 0.4989095575798808, 2: 0.5010904424201192}"
"(8, 12)","(4, 4)","{1: 0.4989095575798808, 2: 0.5010904424201192}"
"(7, 12)","(3, 4)","{1: 0.4989095575798808, 2: 0.5010904424201192}"
"(6, 12)","(2, 4)","{1: 0.4989095575798808, 2: 0.5010904424201192}"
"(5, 12)","(2, 3)","{1: 0.4989095575798808, 2: 0.5010904424201192}"
"(4, 12)","(2, 2)","{1: 0.5357048461620824, 2: 0.46429515383791764}"
"(3, 12)","(2, 3)","{1: 0.5357048461620824, 2: 0.46429515383791764}"
"(2, 12)","(3, 3)","{1: 0.5357048461620824, 2: 0.46429515383791764}"
"(3, 12)","(3, 4)","{1: 0.5357048461620824, 2: 0.46429515383791764}"
"(4, 12)","(4, 4)","{1: 0.5357048461620824, 2: 0.46429515383791764}"
"(5, 12)","(5, 4)","{1: 0.571414199778199, 2: 0.42858580022180104}"
"(6, 12)","(6, 4)","{1: 0.571414199778199, 2: 0.42858580022180104}"
"(7, 12)","(6, 5)","{1: 0.571414199778199, 2: 0.42858580022180104}"
"(8, 12)","(6, 6)","{1: 0.571414199778199, 2: 0.42858580022180104}"
"(9, 12)","(7, 6)","{1: 0.571414199778199, 2: 0.42858580022180104}"
"(9, 11)","(8, 6)","{1: 0.6182628706829617, 2: 0.3817371293170383}"
"(9, 10)","(8, 7)","{1: 0.6182628706829617, 2: 0.3817371293170383}"
"(9, 10)","(8, 8)","{1: 0.6182628706829617, 2: 0.3817371293170383}"
"(9, 10)","(9, 8)","{1: 0.6182628706829617, 2: 0.3817371293170383}"
"(9, 10)","(9, 9)","{1: 0.6182628706829617, 2: 0.3817371293170383}"
