watcher_pos,knower_pos,beliefs
"(9, 17)","(9, 3)","{1: 0.5, 2: 0.5}"
"(9, 16)","(8, 3)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(9, 15)","(7, 3)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(9, 14)","(6, 3)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(9, 13)","(5, 3)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(9, 12)","(5, 4)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(10, 12)","(4, 4)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(11, 12)","(3, 4)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(12, 12)","(2, 4)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(13, 12)","(2, 3)","{1: 0.3999992884286839, 2: 0.6000007115713162}"
"(12, 12)","(2, 2)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(11, 12)","(2, 3)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(10, 12)","(3, 3)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(9, 12)","(3, 4)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(8, 12)","(4, 4)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(7, 12)","(5, 4)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(6, 12)","(6, 4)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(5, 12)","(6, 5)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(4, 12)","(6, 6)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(3, 12)","(7, 6)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(2, 12)","(8, 6)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(3, 12)","(8, 7)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(4, 12)","(8, 8)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(5, 12)","(9, 8)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(6, 12)","(9, 9)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(7, 12)","(9, 9)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(8, 12)","(9, 9)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(9, 12)","(9, 9)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(9, 11)","(9, 9)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
"(9, 10)","(9, 9)","{1: 0.9999999999999989, 2: 1.121428594037577e-15}"
