watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(6, 18)","(7, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(5, 18)","(6, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(4, 18)","(5, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(3, 18)","(5, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 18)","(4, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 17)","(3, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 16)","(2, 4)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 15)","(2, 3)","{1: 0.292996508404075, 2: 0.435091028667504, 3: 0.27191246292842103}"
"(2, 14)","(2, 2)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(2, 13)","(2, 3)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(2, 12)","(3, 3)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(3, 12)","(3, 4)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(2, 12)","(4, 4)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(3, 12)","(5, 4)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(2, 12)","(6, 4)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(3, 12)","(6, 5)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(2, 12)","(6, 6)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(3, 12)","(7, 6)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(2, 12)","(8, 6)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
"(3, 12)","(8, 7)","{1: 0.5796189919017353, 2: 8.639219547340237e-05, 3: 0.4202946159027912}"
