watcher_pos,knower_pos,beliefs
"(9, 17)","(8, 2)","{1: 0.5, 2: 0.5}"
"(9, 16)","(7, 2)","{1: 0.5, 2: 0.5}"
"(9, 15)","(6, 2)","{1: 0.5, 2: 0.5}"
"(9, 14)","(5, 2)","{1: 0.5, 2: 0.5}"
"(9, 13)","(4, 2)","{1: 0.5, 2: 0.5}"
"(9, 12)","(3, 2)","{1: 0.5, 2: 0.5}"
"(8, 12)","(2, 2)","{1: 0.5, 2: 0.5}"
"(7, 12)","(2, 3)","{1: 0.5, 2: 0.5}"
"(8, 12)","(3, 3)","{1: 0.3355214458503505, 2: 0.6644785541496494}"
"(7, 12)","(3, 4)","{1: 0.9994243585612029, 2: 0.00057564143879716}"
"(6, 12)","(4, 4)","{1: 0.9994264123960629, 2: 0.0005735876039371813}"
"(5, 12)","(5, 4)","{1: 0.9999999388393445, 2: 6.116065561133292e-08}"
"(4, 12)","(6, 4)","{1: 0.9999999999880432, 2: 1.1956747036937071e-11}"
"(3, 12)","(6, 5)","{1: 0.999999999999996, 2: 3.973184068653055e-15}"
"(2, 12)","(6, 6)","{1: 0.9999999999999961, 2: 3.926108415065801e-15}"
"(3, 12)","(7, 6)","{1: 0.9999999999999961, 2: 3.888817717194399e-15}"
"(3, 11)","(8, 6)","{1: 1.0, 2: 7.590902531667217e-19}"
"(3, 10)","(8, 7)","{1: 1.0, 2: 2.520194049692551e-22}"
"(4, 10)","(8, 8)","{1: 1.0, 2: 2.489217952356652e-22}"
"(5, 10)","(9, 8)","{1: 1.0, 2: 2.0800348443057847e-25}"
"(6, 10)","(9, 9)","{1: 1.0, 2: 1.102759984668462e-28}"
"(7, 10)","(9, 9)","{1: 1.0, 2: 1.102759984668462e-28}"
"(8, 10)","(9, 9)","{1: 1.0, 2: 1.102759984668462e-28}"
"(9, 10)","(9, 9)","{1: 1.0, 2: 1.102759984668462e-28}"
