watcher_pos,knower_pos,beliefs
"(9, 17)","(9, 3)","{1: 0.5, 2: 0.5}"
"(9, 16)","(8, 3)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(9, 15)","(7, 3)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(9, 14)","(6, 3)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(9, 13)","(5, 3)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(9, 12)","(5, 4)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(10, 12)","(4, 4)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(11, 12)","(3, 4)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(12, 12)","(2, 4)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(13, 12)","(1, 4)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(14, 12)","(1, 5)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(15, 12)","(1, 6)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(16, 12)","(2, 6)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(17, 12)","(2, 7)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(18, 12)","(3, 7)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(17, 12)","(3, 8)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(16, 12)","(3, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(15, 12)","(4, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(14, 12)","(5, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(13, 12)","(6, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(12, 12)","(7, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(11, 12)","(8, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(10, 12)","(9, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(9, 12)","(9, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(9, 11)","(9, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
"(9, 10)","(9, 9)","{1: 0.40241934312257044, 2: 0.5975806568774295}"
