watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(8, 17)","(8, 3)","{1: 2.618213249639942e-10, 2: 0.9999935458764198, 3: 6.4538617589656935e-06}"
"(8, 16)","(7, 3)","{1: 2.618200032234826e-10, 2: 0.9999935522642684, 3: 6.4474739115197975e-06}"
"(8, 15)","(6, 3)","{1: 2.618191603401862e-10, 2: 0.9999935577319246, 3: 6.4420062562784715e-06}"
"(8, 14)","(5, 3)","{1: 2.618186482679234e-10, 2: 0.999993562374454, 3: 6.437363727335714e-06}"
"(8, 13)","(5, 4)","{1: 2.6181835416188075e-10, 2: 0.9999935662825438, 3: 6.433455637955216e-06}"
"(9, 13)","(4, 4)","{1: 5.178855043664008e-22, 2: 0.9999999999937131, 3: 6.286934587187274e-12}"
"(9, 12)","(3, 4)","{1: 5.178847634300838e-22, 2: 0.9999999999937169, 3: 6.28311589126115e-12}"
"(10, 12)","(2, 4)","{1: 5.178843770313859e-22, 2: 0.99999999999372, 3: 6.2799316810086045e-12}"
"(11, 12)","(2, 5)","{1: 5.178841903750739e-22, 2: 0.9999999999937227, 3: 6.277302717482823e-12}"
"(12, 12)","(2, 6)","{1: 5.178841903750739e-22, 2: 0.9999999999937227, 3: 6.277302717482823e-12}"
"(13, 12)","(2, 7)","{1: 5.178841903750739e-22, 2: 0.9999999999937227, 3: 6.277302717482823e-12}"
"(14, 12)","(2, 6)","{1: 5.178841903750739e-22, 2: 0.9999999999937227, 3: 6.277302717482823e-12}"
"(13, 12)","(3, 6)","{1: 1.651017621399573e-10, 2: 9.161764844061176e-12, 3: 0.9999999998257365}"
"(13, 13)","(4, 6)","{1: 1.3042535325508219e-21, 2: 9.1664104798253e-12, 3: 0.9999999999908336}"
"(12, 13)","(5, 6)","{1: 9.931740685459685e-33, 2: 9.170249476714178e-12, 3: 0.9999999999908297}"
"(11, 13)","(6, 6)","{1: 2.5595253491464355e-43, 2: 9.173387465755096e-12, 3: 0.9999999999908267}"
"(11, 14)","(6, 5)","{1: 1.9981369376582675e-53, 2: 9.175922212590964e-12, 3: 0.999999999990824}"
"(11, 15)","(6, 4)","{1: 1.9985615116100152e-53, 2: 1.5264761567027105e-43, 3: 1.0}"
"(10, 15)","(6, 3)","{1: 1.9988981097384875e-53, 2: 2.398088816408866e-71, 3: 1.0}"
"(10, 16)","(7, 3)","{1: 1.9991605282999013e-53, 2: 4.645531722869039e-96, 3: 1.0}"
"(9, 16)","(8, 3)","{1: 1.521855632032549e-64, 2: 4.6460054705120876e-96, 3: 1.0}"
"(8, 16)","(9, 3)","{1: 3.9209563616695936e-75, 2: 4.646359329982278e-96, 3: 1.0}"
"(8, 17)","(10, 3)","{1: 3.060286125720895e-85, 2: 4.646618211508394e-96, 3: 1.0}"
"(7, 17)","(10, 2)","{1: 6.570862339756866e-95, 2: 2.0387296840135916e-125, 3: 1.0}"
"(7, 18)","(11, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(6, 18)","(12, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(5, 18)","(13, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(4, 18)","(14, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(3, 18)","(15, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(2, 18)","(16, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(2, 17)","(17, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(3, 17)","(18, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(3, 16)","(17, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(3, 15)","(16, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(4, 15)","(15, 2)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(5, 15)","(15, 3)","{1: 6.570963772219391e-95, 2: 3.202371783514536e-153, 3: 1.0}"
"(6, 15)","(14, 3)","{1: 2.0717623476053442e-102, 2: 9.103171418268527e-164, 3: 1.0}"
"(6, 14)","(14, 4)","{1: 2.0717548657324452e-102, 2: 2.299683659749277e-177, 3: 1.0}"
"(6, 13)","(13, 4)","{1: 2.3698361565989623e-110, 2: 1.7947911818239538e-187, 3: 1.0}"
"(6, 12)","(13, 5)","{1: 2.3696556736976676e-110, 2: 3.853514205878898e-197, 3: 1.0}"
"(6, 11)","(13, 6)","{1: 2.710598529408143e-118, 2: 2.0920282397948638e-206, 3: 1.0}"
"(7, 11)","(13, 7)","{1: 5.8250306645922695e-126, 2: 2.666317708562438e-215, 3: 1.0}"
"(8, 11)","(12, 7)","{1: 2.254878735853775e-133, 2: 7.470947675313222e-224, 3: 1.0}"
"(9, 11)","(12, 8)","{1: 2.2545765981511095e-133, 2: 4.341230594331014e-232, 3: 1.0}"
"(9, 10)","(12, 9)","{1: 8.727502260934917e-141, 2: 4.965840984986577e-240, 3: 1.0}"
"(9, 10)","(11, 9)","{1: 5.858852538968555e-148, 2: 1.0671508782727204e-247, 3: 1.0}"
"(9, 10)","(10, 9)","{1: 5.858852538968555e-148, 2: 1.0671508782727204e-247, 3: 1.0}"
"(9, 10)","(9, 9)","{1: 5.858852538968555e-148, 2: 1.0671508782727204e-247, 3: 1.0}"
