watcher_pos,knower_pos,beliefs
"(9, 17)","(8, 2)","{1: 0.5, 2: 0.5}"
"(9, 16)","(7, 2)","{1: 0.5, 2: 0.5}"
"(9, 15)","(6, 2)","{1: 0.5, 2: 0.5}"
"(9, 14)","(5, 2)","{1: 0.5, 2: 0.5}"
"(9, 13)","(4, 2)","{1: 0.5, 2: 0.5}"
"(9, 12)","(3, 2)","{1: 0.5, 2: 0.5}"
"(8, 12)","(2, 2)","{1: 0.5, 2: 0.5}"
"(7, 12)","(2, 3)","{1: 0.5, 2: 0.5}"
"(6, 12)","(3, 3)","{1: 0.5, 2: 0.5}"
"(5, 12)","(3, 4)","{1: 0.9999999999999991, 2: 9.213449819055081e-16}"
"(4, 12)","(4, 4)","{1: 0.9999999999999991, 2: 9.213449629263675e-16}"
"(3, 12)","(5, 4)","{1: 1.0, 2: 1.2021650466543323e-31}"
"(2, 12)","(6, 4)","{1: 1.0, 2: 1.7975167972849363e-46}"
"(2, 11)","(6, 5)","{1: 1.0, 2: 2.2704835931055973e-60}"
"(3, 11)","(6, 6)","{1: 1.0, 2: 2.2704832277251178e-60}"
"(3, 10)","(7, 6)","{1: 1.0, 2: 2.2704830831463736e-60}"
"(4, 10)","(8, 6)","{1: 1.0, 2: 3.3949011336323943e-75}"
"(5, 10)","(8, 7)","{1: 1.0, 2: 4.2881754071674716e-89}"
"(6, 10)","(8, 8)","{1: 1.0, 2: 4.288174717085953e-89}"
"(7, 10)","(9, 8)","{1: 1.0, 2: 2.857469575801691e-102}"
"(8, 10)","(9, 9)","{1: 1.0, 2: 2.3719776679806594e-115}"
"(9, 10)","(9, 9)","{1: 1.0, 2: 2.3719776679806594e-115}"
