watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.3295911630620934, 2: 0.35314856992881655, 3: 0.31726026700909016}"
"(6, 18)","(7, 3)","{1: 0.3350940045249091, 2: 0.36339360059775333, 3: 0.3015123948773376}"
"(5, 18)","(6, 3)","{1: 0.3405607193866637, 2: 0.37416334366042897, 3: 0.28527593695290737}"
"(4, 18)","(5, 3)","{1: 0.3459402294959711, 2: 0.38548316686428313, 3: 0.26857660363974567}"
"(3, 18)","(5, 4)","{1: 0.35117004210456887, 2: 0.39737893741362307, 3: 0.251451020481808}"
"(2, 18)","(4, 4)","{1: 0.35117004210456887, 2: 0.39737893741362307, 3: 0.251451020481808}"
"(2, 17)","(3, 4)","{1: 0.3709565693738682, 2: 0.3961361226923151, 3: 0.23290730793381673}"
"(2, 16)","(2, 4)","{1: 0.37614674700945416, 2: 0.4099319420489906, 3: 0.21392131094155523}"
"(2, 15)","(1, 4)","{1: 0.38080930431246424, 2: 0.42446722674061926, 3: 0.19472346894691647}"
"(2, 14)","(1, 5)","{1: 0.31139535000163815, 2: 0.5142317240513439, 3: 0.17437292594701811}"
"(2, 13)","(1, 6)","{1: 0.21466534460396267, 2: 0.6473232333700563, 3: 0.13801142202598102}"
"(2, 12)","(2, 6)","{1: 0.13706334732556227, 2: 0.7628811288217175, 3: 0.10005552385272015}"
"(3, 12)","(2, 7)","{1: 0.09671563627365636, 2: 0.8183437922265411, 3: 0.08494057149980247}"
"(4, 12)","(3, 7)","{1: 0.09671563627365636, 2: 0.8183437922265411, 3: 0.08494057149980247}"
"(5, 12)","(3, 8)","{1: 0.06066032417167122, 2: 0.8732971774311489, 3: 0.06604249839718006}"
"(6, 12)","(3, 9)","{1: 0.06066032417167122, 2: 0.8732971774311489, 3: 0.06604249839718006}"
"(7, 12)","(4, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(8, 12)","(5, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(9, 12)","(6, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(10, 12)","(7, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(11, 12)","(8, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(12, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(13, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(14, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(15, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(16, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(17, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(18, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(17, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(16, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(15, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(14, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(13, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(12, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(11, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(10, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(9, 12)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(9, 11)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
"(9, 10)","(9, 9)","{1: 0.03350031303381826, 2: 0.9227711073207885, 3: 0.04372857964539328}"
