watcher_pos,knower_pos,beliefs
"(9, 17)","(8, 2)","{1: 0.5, 2: 0.5}"
"(9, 16)","(7, 2)","{1: 0.5, 2: 0.5}"
"(9, 15)","(6, 2)","{1: 0.5, 2: 0.5}"
"(9, 14)","(5, 2)","{1: 0.5, 2: 0.5}"
"(9, 13)","(4, 2)","{1: 0.5808308377240675, 2: 0.41916916227593254}"
"(9, 12)","(3, 2)","{1: 0.5808308377240675, 2: 0.41916916227593254}"
"(8, 12)","(2, 2)","{1: 0.5808308377240675, 2: 0.41916916227593254}"
"(7, 12)","(2, 3)","{1: 0.5808308377240675, 2: 0.41916916227593254}"
"(6, 12)","(3, 3)","{1: 0.4826465369294966, 2: 0.5173534630705034}"
"(5, 12)","(3, 4)","{1: 0.4826465369294966, 2: 0.5173534630705034}"
"(4, 12)","(4, 4)","{1: 0.4826465369294966, 2: 0.5173534630705034}"
"(3, 12)","(5, 4)","{1: 0.4826465369294966, 2: 0.5173534630705034}"
"(2, 12)","(6, 4)","{1: 0.8966537122487993, 2: 0.10334628775120065}"
"(3, 12)","(6, 5)","{1: 0.8966537122487993, 2: 0.10334628775120065}"
"(4, 12)","(6, 6)","{1: 0.8966537122487993, 2: 0.10334628775120065}"
"(5, 12)","(7, 6)","{1: 0.8966537122487993, 2: 0.10334628775120065}"
"(6, 12)","(8, 6)","{1: 0.98889283148549, 2: 0.011107168514510058}"
"(7, 12)","(8, 7)","{1: 0.98889283148549, 2: 0.011107168514510058}"
"(8, 12)","(8, 8)","{1: 0.98889283148549, 2: 0.011107168514510058}"
"(9, 12)","(9, 8)","{1: 0.98889283148549, 2: 0.011107168514510058}"
"(9, 11)","(9, 9)","{1: 0.9987301426199946, 2: 0.001269857380005365}"
"(9, 10)","(9, 9)","{1: 0.9987301426199946, 2: 0.001269857380005365}"
