watcher_pos,knower_pos,beliefs
"(9, 17)","(9, 3)","{1: 0.5, 2: 0.5}"
"(9, 16)","(8, 3)","{1: 0.49886987407168226, 2: 0.5011301259283177}"
"(9, 15)","(7, 3)","{1: 0.49865472908056835, 2: 0.5013452709194317}"
"(9, 14)","(6, 3)","{1: 0.49842053903354533, 2: 0.5015794609664548}"
"(9, 13)","(5, 3)","{1: 0.4981646566372845, 2: 0.5018353433627155}"
"(9, 12)","(5, 4)","{1: 0.4978839198419264, 2: 0.5021160801580735}"
"(8, 12)","(4, 4)","{1: 0.49738492889122793, 2: 0.5026150711087719}"
"(7, 12)","(3, 4)","{1: 0.49818941888383184, 2: 0.5018105811161682}"
"(6, 12)","(2, 4)","{1: 0.49780774555444934, 2: 0.5021922544455506}"
"(5, 12)","(1, 4)","{1: 0.4973800393844242, 2: 0.5026199606155757}"
"(4, 12)","(1, 5)","{1: 0.4910841194114785, 2: 0.5089158805885214}"
"(3, 12)","(1, 6)","{1: 0.48159121936101057, 2: 0.5184087806389894}"
"(2, 12)","(2, 6)","{1: 0.47185534068235835, 2: 0.5281446593176417}"
"(3, 12)","(2, 7)","{1: 0.4648836203980351, 2: 0.5351163796019649}"
"(4, 12)","(3, 7)","{1: 0.4529151120028748, 2: 0.5470848879971253}"
"(5, 12)","(3, 8)","{1: 0.4439810315281555, 2: 0.5560189684718445}"
"(6, 12)","(3, 9)","{1: 0.4286000079348387, 2: 0.5713999920651615}"
"(7, 12)","(4, 9)","{1: 0.417443100601344, 2: 0.582556899398656}"
"(8, 12)","(5, 9)","{1: 0.4047459901280121, 2: 0.595254009871988}"
"(9, 12)","(6, 9)","{1: 0.38683641787966005, 2: 0.61316358212034}"
"(9, 11)","(7, 9)","{1: 0.36494124368759195, 2: 0.6350587563124079}"
"(9, 10)","(8, 9)","{1: 0.33988184632458257, 2: 0.6601181536754174}"
"(9, 10)","(9, 9)","{1: 0.3099939272975722, 2: 0.690006072702428}"
"(9, 10)","(9, 9)","{1: 0.2718660376724613, 2: 0.7281339623275387}"
"(9, 10)","(9, 9)","{1: 0.24571281145344953, 2: 0.7542871885465505}"
"(9, 10)","(9, 9)","{1: 0.22131080537989817, 2: 0.7786891946201018}"
"(9, 10)","(9, 9)","{1: 0.19869382134160773, 2: 0.8013061786583923}"
"(9, 10)","(9, 9)","{1: 0.17786025658502533, 2: 0.8221397434149746}"
"(9, 10)","(9, 9)","{1: 0.15877829731868684, 2: 0.8412217026813131}"
"(9, 10)","(9, 9)","{1: 0.14139148717341984, 2: 0.8586085128265801}"
"(9, 10)","(9, 9)","{1: 0.12562427411199278, 2: 0.8743757258880072}"
"(9, 10)","(9, 9)","{1: 0.11138723445965401, 2: 0.8886127655403461}"
"(9, 10)","(9, 9)","{1: 0.09858176986594229, 2: 0.9014182301340576}"
"(9, 10)","(9, 9)","{1: 0.08710416102415183, 2: 0.9128958389758483}"
"(9, 10)","(9, 9)","{1: 0.07684893447725308, 2: 0.9231510655227471}"
"(9, 11)","(9, 9)","{1: 0.06771155347844746, 2: 0.9322884465215525}"
"(9, 12)","(9, 9)","{1: 0.059590481204134876, 2: 0.9404095187958652}"
"(10, 12)","(9, 9)","{1: 0.05238868693701652, 2: 0.9476113130629835}"
"(11, 12)","(9, 9)","{1: 0.04601467623368527, 2: 0.9539853237663146}"
"(12, 12)","(9, 9)","{1: 0.040383127752137, 2: 0.9596168722478631}"
"(13, 12)","(9, 9)","{1: 0.03541521521288969, 2: 0.9645847847871104}"
"(14, 12)","(9, 9)","{1: 0.031038685259970153, 2: 0.9689613147400299}"
"(15, 12)","(9, 9)","{1: 0.027187752566445775, 2: 0.9728122474335541}"
"(16, 12)","(9, 9)","{1: 0.023802863659921056, 2: 0.9761971363400789}"
"(17, 12)","(9, 9)","{1: 0.02083037145295701, 2: 0.9791696285470429}"
"(18, 12)","(9, 9)","{1: 0.01822215383650987, 2: 0.9817778461634901}"
"(18, 11)","(9, 9)","{1: 0.015935202167603725, 2: 0.9840647978323962}"
"(17, 11)","(9, 9)","{1: 0.013931199122680671, 2: 0.9860688008773193}"
"(17, 10)","(9, 9)","{1: 0.01217610015554285, 2: 0.9878238998444572}"
"(16, 10)","(9, 9)","{1: 0.010639728592641031, 2: 0.9893602714073589}"
"(15, 10)","(9, 9)","{1: 0.00929539108890516, 2: 0.9907046089110948}"
"(14, 10)","(9, 9)","{1: 0.008119517616798012, 2: 0.991880482383202}"
"(13, 10)","(9, 9)","{1: 0.007091328237380861, 2: 0.9929086717626191}"
"(12, 10)","(9, 9)","{1: 0.006192527484731075, 2: 0.9938074725152689}"
"(11, 10)","(9, 9)","{1: 0.005407026179321746, 2: 0.9945929738206782}"
"(10, 10)","(9, 9)","{1: 0.0047206897834161, 2: 0.995279310216584}"
"(9, 10)","(9, 9)","{1: 0.004121111949030453, 2: 0.9958788880509696}"
