watcher_pos,knower_pos,beliefs
"(9, 17)","(8, 2)","{1: 0.5, 2: 0.5}"
"(9, 16)","(7, 2)","{1: 0.5010511562718991, 2: 0.4989488437281009}"
"(9, 15)","(6, 2)","{1: 0.502148239066699, 2: 0.49785176093330097}"
"(9, 14)","(5, 2)","{1: 0.5032954110248482, 2: 0.49670458897515185}"
"(9, 13)","(4, 2)","{1: 0.5044974233727969, 2: 0.4955025766272032}"
"(9, 12)","(3, 2)","{1: 0.5057597312987874, 2: 0.49424026870121257}"
"(8, 12)","(2, 2)","{1: 0.5070886386726154, 2: 0.4929113613273845}"
"(7, 12)","(2, 3)","{1: 0.5084914813683504, 2: 0.49150851863164946}"
"(6, 12)","(3, 3)","{1: 0.5070059508536471, 2: 0.4929940491463529}"
"(5, 12)","(3, 4)","{1: 0.5140454324984414, 2: 0.4859545675015586}"
"(4, 12)","(4, 4)","{1: 0.5146746362475274, 2: 0.4853253637524726}"
"(3, 12)","(5, 4)","{1: 0.5243190958002716, 2: 0.4756809041997284}"
"(2, 12)","(6, 4)","{1: 0.5341052519466101, 2: 0.46589474805338993}"
"(3, 12)","(6, 5)","{1: 0.544153226627981, 2: 0.455846773372019}"
"(4, 12)","(6, 6)","{1: 0.5473264795332439, 2: 0.45267352046675613}"
"(5, 12)","(7, 6)","{1: 0.5511063469609772, 2: 0.44889365303902284}"
"(6, 12)","(8, 6)","{1: 0.5639085758648863, 2: 0.4360914241351137}"
"(7, 12)","(8, 7)","{1: 0.5777663173532394, 2: 0.4222336826467606}"
"(8, 12)","(8, 8)","{1: 0.5860844550949796, 2: 0.41391554490502036}"
"(9, 12)","(9, 8)","{1: 0.6029123980610503, 2: 0.39708760193894965}"
"(9, 11)","(9, 9)","{1: 0.6253859742418607, 2: 0.3746140257581393}"
"(9, 10)","(9, 9)","{1: 0.659842225813214, 2: 0.34015777418678605}"
