watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.33333333333333337, 2: 0.33333333333333337, 3: 0.33333333333333337}"
"(7, 18)","(8, 3)","{1: 0.2858390711493427, 2: 0.42875987794430087, 3: 0.2854010509063564}"
"(6, 18)","(7, 3)","{1: 0.2860157815546355, 2: 0.4290296660807017, 3: 0.2849545523646628}"
"(5, 18)","(6, 3)","{1: 0.2861732100435436, 2: 0.42926907322790897, 3: 0.2845577167285474}"
"(4, 18)","(5, 3)","{1: 0.2863126569222008, 2: 0.4294804189268629, 3: 0.28420692415093635}"
"(3, 18)","(5, 4)","{1: 0.2864354290466799, 2: 0.4296659675993671, 3: 0.283898603353953}"
"(2, 18)","(4, 4)","{1: 0.2864354290466799, 2: 0.4296659675993671, 3: 0.283898603353953}"
"(2, 17)","(3, 4)","{1: 0.36513422113194816, 2: 0.2738598531981376, 3: 0.3610059256699143}"
"(2, 16)","(2, 4)","{1: 0.3652649334904114, 2: 0.2739580571778557, 3: 0.3607770093317329}"
"(2, 15)","(2, 3)","{1: 0.3653768393235922, 2: 0.27404207258239033, 3: 0.3605810880940175}"
"(2, 14)","(2, 2)","{1: 0.3653768393235922, 2: 0.27404207258239033, 3: 0.3605810880940175}"
"(2, 13)","(2, 3)","{1: 0.3653768393235922, 2: 0.27404207258239033, 3: 0.3605810880940175}"
"(2, 12)","(3, 3)","{1: 0.4153272458578534, 2: 0.31150612525479837, 3: 0.27316662888734816}"
"(3, 12)","(3, 4)","{1: 0.6033405037230334, 2: 5.7158926482091826e-15, 3: 0.39665949627696084}"
"(2, 12)","(4, 4)","{1: 0.6034223801363975, 2: 5.71666741397405e-15, 3: 0.3965776198635968}"
"(2, 11)","(5, 4)","{1: 0.43222340052921343, 2: 5.17219868349683e-29, 3: 0.5677765994707865}"
"(2, 12)","(6, 4)","{1: 0.43222340052921343, 2: 5.17219868349683e-29, 3: 0.5677765994707865}"
"(2, 11)","(6, 3)","{1: 0.43226588704396035, 2: 2.289064620092375e-41, 3: 0.5677341129560397}"
"(2, 12)","(7, 3)","{1: 1.4749460667946082e-25, 2: 7.976310686191217e-53, 3: 1.0}"
"(2, 11)","(8, 3)","{1: 1.4750964806254574e-25, 2: 6.071945283425747e-64, 3: 1.0}"
"(3, 11)","(9, 3)","{1: 1.4752088302260823e-25, 2: 1.5643949390232749e-74, 3: 1.0}"
"(3, 10)","(10, 3)","{1: 1.475291024539132e-25, 2: 1.2210021447426508e-84, 3: 1.0}"
"(4, 10)","(10, 2)","{1: 6.472921740885573e-55, 2: 2.6216623805925666e-94, 3: 1.0}"
"(5, 10)","(11, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(6, 10)","(12, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(7, 10)","(13, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(8, 10)","(14, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(15, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(16, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(17, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(18, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(17, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(16, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(15, 2)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(15, 3)","{1: 1.0167459718888145e-82, 2: 1.4233096484439903e-103, 3: 1.0}"
"(9, 10)","(14, 3)","{1: 2.8902368296475775e-93, 2: 1.4231645248173087e-103, 3: 1.0}"
"(9, 10)","(14, 4)","{1: 7.301444853172184e-107, 2: 1.423159385262523e-103, 3: 1.0}"
"(9, 10)","(13, 4)","{1: 5.698422381483571e-117, 2: 1.4230800958911316e-103, 3: 1.0}"
"(9, 10)","(13, 5)","{1: 1.2234822535638632e-126, 2: 1.4230234150104237e-103, 3: 1.0}"
"(9, 10)","(13, 6)","{1: 6.642143478901967e-136, 2: 1.4229839228438199e-103, 3: 1.0}"
"(9, 10)","(13, 7)","{1: 8.465499864545525e-145, 2: 1.4229571863448843e-103, 3: 1.0}"
"(9, 10)","(12, 7)","{1: 2.372009394465219e-153, 2: 1.422939661169358e-103, 3: 1.0}"
"(9, 10)","(12, 8)","{1: 1.378331130241957e-161, 2: 1.422928585729805e-103, 3: 1.0}"
"(9, 10)","(12, 9)","{1: 1.576643550420093e-169, 2: 1.4229218707034928e-103, 3: 1.0}"
"(9, 10)","(11, 9)","{1: 3.3881804806892552e-177, 2: 1.2926268225060707e-113, 3: 1.0}"
"(9, 10)","(10, 9)","{1: 3.3881804806892552e-177, 2: 1.2926268225060707e-113, 3: 1.0}"
"(9, 10)","(9, 9)","{1: 3.3881804806892552e-177, 2: 1.2926268225060707e-113, 3: 1.0}"
