watcher_pos,knower_pos,beliefs
"(8, 18)","(9, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(7, 18)","(8, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(6, 18)","(7, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(5, 18)","(6, 3)","{1: 0.3333333333333333, 2: 0.3333333333333333, 3: 0.3333333333333333}"
"(4, 18)","(5, 3)","{1: 0.3400140153864776, 2: 0.3448533781606838, 3: 0.3151326064528385}"
"(3, 18)","(5, 4)","{1: 0.3400140153864776, 2: 0.3448533781606838, 3: 0.3151326064528385}"
"(2, 18)","(4, 4)","{1: 0.3400140153864776, 2: 0.3448533781606838, 3: 0.3151326064528385}"
"(2, 17)","(3, 4)","{1: 0.3400140153864776, 2: 0.3448533781606838, 3: 0.3151326064528385}"
"(2, 16)","(2, 4)","{1: 0.3478748975151542, 2: 0.36007571090126445, 3: 0.2920493915835813}"
"(2, 15)","(2, 3)","{1: 0.3478748975151542, 2: 0.36007571090126445, 3: 0.2920493915835813}"
"(2, 14)","(2, 2)","{1: 0.3478748975151542, 2: 0.36007571090126445, 3: 0.2920493915835813}"
"(2, 13)","(2, 3)","{1: 0.3478748975151542, 2: 0.36007571090126445, 3: 0.2920493915835813}"
"(2, 12)","(3, 3)","{1: 0.36854065731549185, 2: 0.3720193286815156, 3: 0.2594400140029925}"
"(3, 12)","(3, 4)","{1: 0.36854065731549185, 2: 0.3720193286815156, 3: 0.2594400140029925}"
"(4, 12)","(4, 4)","{1: 0.36854065731549185, 2: 0.3720193286815156, 3: 0.2594400140029925}"
"(5, 12)","(5, 4)","{1: 0.36854065731549185, 2: 0.3720193286815156, 3: 0.2594400140029925}"
"(6, 12)","(6, 4)","{1: 0.45900575054820253, 2: 0.262434737105878, 3: 0.27855951234591936}"
"(7, 12)","(6, 3)","{1: 0.45900575054820253, 2: 0.262434737105878, 3: 0.27855951234591936}"
"(8, 12)","(7, 3)","{1: 0.45900575054820253, 2: 0.262434737105878, 3: 0.27855951234591936}"
"(9, 12)","(8, 3)","{1: 0.45900575054820253, 2: 0.262434737105878, 3: 0.27855951234591936}"
"(9, 11)","(9, 3)","{1: 0.55485432293182, 2: 0.17917599203683385, 3: 0.2659696850313461}"
"(9, 10)","(10, 3)","{1: 0.55485432293182, 2: 0.17917599203683385, 3: 0.2659696850313461}"
"(9, 10)","(10, 2)","{1: 0.55485432293182, 2: 0.17917599203683385, 3: 0.2659696850313461}"
"(9, 10)","(11, 2)","{1: 0.55485432293182, 2: 0.17917599203683385, 3: 0.2659696850313461}"
"(9, 10)","(12, 2)","{1: 0.4067606335698983, 2: 0.186889267110108, 3: 0.4063500993199938}"
"(9, 10)","(13, 2)","{1: 0.4067606335698983, 2: 0.186889267110108, 3: 0.4063500993199938}"
"(9, 10)","(14, 2)","{1: 0.4067606335698983, 2: 0.186889267110108, 3: 0.4063500993199938}"
"(9, 10)","(15, 2)","{1: 0.4067606335698983, 2: 0.186889267110108, 3: 0.4063500993199938}"
"(9, 10)","(16, 2)","{1: 0.2966002164465699, 2: 0.16646744542615, 3: 0.5369323381272799}"
"(9, 10)","(17, 2)","{1: 0.2966002164465699, 2: 0.16646744542615, 3: 0.5369323381272799}"
"(9, 10)","(18, 2)","{1: 0.2966002164465699, 2: 0.16646744542615, 3: 0.5369323381272799}"
"(9, 10)","(17, 2)","{1: 0.2966002164465699, 2: 0.16646744542615, 3: 0.5369323381272799}"
"(9, 10)","(16, 2)","{1: 0.24243923734783857, 2: 0.15372192960347258, 3: 0.6038388330486887}"
"(9, 10)","(15, 2)","{1: 0.24243923734783857, 2: 0.15372192960347258, 3: 0.6038388330486887}"
"(9, 10)","(15, 3)","{1: 0.24243923734783857, 2: 0.15372192960347258, 3: 0.6038388330486887}"
"(9, 10)","(14, 3)","{1: 0.24243923734783857, 2: 0.15372192960347258, 3: 0.6038388330486887}"
"(9, 10)","(14, 4)","{1: 0.17046862383948103, 2: 0.15153143423205054, 3: 0.6779999419284686}"
"(9, 10)","(13, 4)","{1: 0.17046862383948103, 2: 0.15153143423205054, 3: 0.6779999419284686}"
"(9, 10)","(13, 5)","{1: 0.17046862383948103, 2: 0.15153143423205054, 3: 0.6779999419284686}"
"(9, 10)","(13, 6)","{1: 0.17046862383948103, 2: 0.15153143423205054, 3: 0.6779999419284686}"
"(9, 10)","(13, 7)","{1: 0.11080010761282322, 2: 0.13563673522748387, 3: 0.7535631571596929}"
"(9, 10)","(12, 7)","{1: 0.11080010761282322, 2: 0.13563673522748387, 3: 0.7535631571596929}"
"(9, 10)","(12, 8)","{1: 0.11080010761282322, 2: 0.13563673522748387, 3: 0.7535631571596929}"
"(9, 10)","(12, 9)","{1: 0.11080010761282322, 2: 0.13563673522748387, 3: 0.7535631571596929}"
