watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.3481590747833252
"(9, 16)","(8, 3)",0.39510107040405273
"(9, 15)","(7, 3)",0.19038891792297363
"(9, 14)","(6, 3)",0.13172197341918945
"(9, 13)","(6, 4)",0.1786181926727295
"(8, 13)","(6, 5)",0.15631103515625
"(8, 12)","(5, 5)",0.6190268993377686
"(9, 12)","(5, 6)",0.0470731258392334
"(10, 12)","(4, 6)",0.12801504135131836
"(11, 12)","(4, 7)",0.11571884155273438
"(12, 12)","(3, 7)",0.12168669700622559
"(13, 12)","(2, 7)",0.07681703567504883
"(14, 12)","(2, 8)",0.11070990562438965
"(15, 12)","(2, 9)",0.09858489036560059
"(16, 12)","(3, 9)",0.1452040672302246
"(17, 12)","(4, 9)",0.06300520896911621
"(18, 12)","(5, 9)",0.17399191856384277
"(18, 11)","(6, 9)",0.14994215965270996
"(18, 10)","(7, 9)",0.14927196502685547
"(17, 10)","(8, 9)",0.12167191505432129
"(16, 10)","(9, 9)",0.032598018646240234
"(15, 10)","(9, 9)",0.0020439624786376953
"(14, 10)","(9, 9)",0.07457399368286133
"(13, 10)","(9, 9)",0.024847984313964844
"(12, 10)","(9, 9)",0.015372037887573242
"(11, 10)","(9, 9)",0.07689595222473145
"(10, 10)","(9, 9)",0.02126288414001465
"(9, 10)","(9, 9)",0.050605058670043945
