watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.680474042892456
"(9, 16)","(8, 3)",0.9717919826507568
"(9, 15)","(7, 3)",0.4342069625854492
"(9, 14)","(6, 3)",0.3892180919647217
"(9, 13)","(6, 4)",0.24512887001037598
"(9, 12)","(6, 5)",0.43184781074523926
"(10, 12)","(5, 5)",0.44056081771850586
"(11, 12)","(5, 6)",0.20723891258239746
"(12, 12)","(4, 6)",0.13837790489196777
"(13, 12)","(4, 7)",0.11693978309631348
"(14, 12)","(4, 8)",0.1379871368408203
"(15, 12)","(3, 8)",0.12234997749328613
"(16, 12)","(2, 8)",0.09746718406677246
"(17, 12)","(2, 7)",0.10477375984191895
"(18, 12)","(2, 8)",0.14864587783813477
"(17, 12)","(3, 8)",0.3546938896179199
"(16, 12)","(4, 8)",0.08653593063354492
"(15, 12)","(5, 8)",0.1101522445678711
"(14, 12)","(6, 8)",0.11576175689697266
"(13, 12)","(6, 7)",0.1029660701751709
"(12, 12)","(7, 7)",0.0974721908569336
"(11, 12)","(8, 7)",0.15317988395690918
"(11, 13)","(9, 7)",0.06576800346374512
"(11, 14)","(10, 7)",0.07489991188049316
"(11, 15)","(10, 6)",0.026635169982910156
"(11, 16)","(11, 6)",0.020578622817993164
"(11, 17)","(12, 6)",0.07591772079467773
"(11, 18)","(12, 5)",0.07434415817260742
"(10, 18)","(13, 5)",0.054131269454956055
"(9, 18)","(13, 4)",0.040959835052490234
"(8, 18)","(14, 4)",0.022561073303222656
"(7, 18)","(14, 3)",0.024651050567626953
"(6, 18)","(14, 2)",0.024899959564208984
"(5, 18)","(15, 2)",0.0257720947265625
"(4, 18)","(16, 2)",0.0243682861328125
"(3, 18)","(17, 2)",0.24211716651916504
"(2, 18)","(18, 2)",0.03559994697570801
"(2, 17)","(17, 2)",0.14847183227539062
"(3, 17)","(16, 2)",0.011617660522460938
"(4, 17)","(15, 2)",0.062133073806762695
"(5, 17)","(14, 2)",0.0212249755859375
"(6, 17)","(14, 3)",0.03845381736755371
"(7, 17)","(14, 4)",0.21425366401672363
"(8, 17)","(13, 4)",0.06246209144592285
"(9, 17)","(13, 5)",0.09770798683166504
"(9, 16)","(12, 5)",0.1092839241027832
"(9, 15)","(12, 6)",0.03180694580078125
"(9, 14)","(11, 6)",0.02243828773498535
"(9, 13)","(11, 7)",0.024448156356811523
"(9, 12)","(10, 7)",0.09506988525390625
"(9, 11)","(9, 7)",0.004074811935424805
"(9, 10)","(9, 8)",0.010302066802978516
"(9, 10)","(9, 9)",0.7300410270690918
