watcher_pos,knower_pos,reaction_time
"(9, 17)","(9, 3)",0.7114601135253906
"(8, 17)","(8, 3)",0.579028844833374
"(8, 16)","(7, 3)",0.6573753356933594
"(8, 15)","(6, 3)",0.14879179000854492
"(8, 14)","(6, 4)",0.27388501167297363
"(9, 14)","(5, 4)",0.5200390815734863
"(10, 14)","(4, 4)",0.00851583480834961
"(11, 14)","(4, 5)",0.050221920013427734
"(12, 14)","(4, 6)",0.49623918533325195
"(13, 14)","(4, 7)",0.005837917327880859
"(14, 14)","(4, 8)",0.0012900829315185547
"(15, 14)","(3, 8)",0.09986591339111328
"(16, 14)","(3, 7)",0.018783092498779297
"(17, 14)","(2, 7)",0.07493209838867188
"(18, 14)","(3, 7)",0.13862204551696777
"(18, 13)","(3, 8)",0.12471985816955566
"(18, 12)","(4, 8)",0.04336810111999512
"(17, 12)","(4, 9)",0.46019601821899414
"(16, 12)","(5, 9)",0.05666303634643555
"(15, 12)","(6, 9)",0.02254009246826172
"(14, 12)","(7, 9)",0.2375319004058838
"(13, 12)","(8, 9)",0.023231029510498047
"(12, 12)","(9, 9)",0.034078121185302734
"(11, 12)","(9, 9)",0.0667421817779541
"(10, 12)","(9, 9)",0.04008173942565918
"(9, 12)","(9, 9)",0.08724522590637207
"(9, 11)","(9, 9)",0.018571138381958008
"(9, 10)","(9, 9)",0.22971582412719727
