watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.6337332725524902
"(9, 16)","(7, 2)",1.0218517780303955
"(8, 16)","(6, 2)",0.21557092666625977
"(8, 15)","(5, 2)",0.13643193244934082
"(7, 15)","(4, 2)",0.20047998428344727
"(6, 15)","(3, 2)",0.16031217575073242
"(6, 14)","(2, 2)",0.16223788261413574
"(5, 14)","(3, 2)",0.0986180305480957
"(5, 13)","(3, 3)",0.21876788139343262
"(4, 13)","(4, 3)",0.13963985443115234
"(3, 13)","(4, 4)",0.14891886711120605
"(2, 13)","(5, 4)",0.33129000663757324
"(2, 12)","(5, 5)",0.028605937957763672
"(3, 12)","(5, 6)",0.15813899040222168
"(4, 12)","(6, 6)",0.018320083618164062
"(5, 12)","(6, 7)",0.07225203514099121
"(6, 12)","(7, 7)",0.009103059768676758
"(7, 12)","(7, 8)",0.09015130996704102
"(8, 12)","(8, 8)",0.07182002067565918
"(9, 12)","(8, 9)",0.044133901596069336
"(9, 11)","(9, 9)",0.017400026321411133
"(9, 10)","(9, 9)",0.04220414161682129
