watcher_pos,knower_pos,reaction_time
"(9, 17)","(9, 3)",0.9135618209838867
"(9, 16)","(8, 3)",0.07386589050292969
"(9, 15)","(7, 3)",0.20864105224609375
"(10, 15)","(7, 4)",0.3543570041656494
"(11, 15)","(6, 4)",0.22507071495056152
"(12, 15)","(6, 5)",0.208115816116333
"(13, 15)","(5, 5)",0.21920180320739746
"(14, 15)","(4, 5)",0.1827869415283203
"(15, 15)","(4, 6)",0.2397902011871338
"(16, 15)","(4, 7)",0.2641479969024658
"(17, 15)","(4, 8)",0.3229250907897949
"(17, 14)","(3, 8)",0.25676703453063965
"(17, 13)","(2, 8)",0.16348695755004883
"(17, 12)","(2, 7)",0.019528865814208984
"(18, 12)","(2, 8)",0.2203519344329834
"(17, 12)","(3, 8)",0.2167508602142334
"(16, 12)","(3, 9)",0.173753023147583
"(15, 12)","(4, 9)",0.20975780487060547
"(14, 12)","(5, 9)",0.1818690299987793
"(13, 12)","(6, 9)",0.20489192008972168
"(12, 12)","(7, 9)",0.21426820755004883
"(11, 12)","(8, 9)",0.22040867805480957
"(10, 12)","(9, 9)",0.2644388675689697
"(9, 12)","(9, 9)",0.10469985008239746
"(9, 11)","(9, 9)",0.28166699409484863
"(9, 10)","(9, 9)",0.151763916015625
