watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",2.0466480255126953
"(9, 16)","(8, 1)",0.29886317253112793
"(9, 15)","(8, 0)",0.0625298023223877
"(9, 14)","(7, 0)",0.6880707740783691
"(8, 14)","(6, 0)",0.4911050796508789
"(7, 14)","(5, 0)",0.5517630577087402
"(6, 14)","(4, 0)",0.014169931411743164
"(5, 14)","(3, 0)",0.057975053787231445
"(4, 14)","(3, 1)",0.17492914199829102
"(3, 14)","(3, 2)",0.1781139373779297
"(2, 14)","(2, 2)",0.38730788230895996
"(2, 13)","(3, 2)",0.26334404945373535
"(2, 12)","(4, 2)",0.07701873779296875
"(3, 12)","(4, 3)",0.8094029426574707
"(4, 12)","(4, 4)",0.11300826072692871
"(5, 12)","(5, 4)",0.28458404541015625
"(6, 12)","(5, 5)",0.42177486419677734
"(7, 12)","(5, 6)",0.09152984619140625
"(8, 12)","(6, 6)",0.3315849304199219
"(9, 12)","(7, 6)",0.2973897457122803
"(10, 12)","(7, 7)",0.12978887557983398
"(10, 11)","(7, 8)",0.031003952026367188
"(9, 11)","(8, 8)",0.14064788818359375
"(9, 10)","(8, 9)",0.26601672172546387
"(9, 10)","(9, 9)",1.5187950134277344
