watcher_pos,knower_pos,reaction_time
"(9, 17)","(9, 3)",0.7049341201782227
"(8, 17)","(8, 3)",0.7022888660430908
"(7, 17)","(7, 3)",0.21535396575927734
"(6, 17)","(6, 3)",0.011082172393798828
"(6, 18)","(5, 3)",0.06920814514160156
"(5, 18)","(5, 4)",0.08709120750427246
"(4, 18)","(4, 4)",0.10112786293029785
"(4, 17)","(3, 4)",0.33171606063842773
"(5, 17)","(3, 5)",0.2428741455078125
"(5, 16)","(3, 6)",0.12825775146484375
"(5, 15)","(2, 6)",0.22655892372131348
"(5, 14)","(2, 7)",0.026022911071777344
"(6, 14)","(3, 7)",0.05745983123779297
"(7, 14)","(3, 8)",0.03836798667907715
"(8, 14)","(3, 9)",0.022593975067138672
"(9, 14)","(4, 9)",0.02413201332092285
"(10, 14)","(5, 9)",0.025758028030395508
"(11, 14)","(6, 9)",0.02361321449279785
"(12, 14)","(7, 9)",0.021845102310180664
"(13, 14)","(8, 9)",0.023733854293823242
"(14, 14)","(9, 9)",0.024798870086669922
"(15, 14)","(9, 9)",0.023889780044555664
"(16, 14)","(9, 9)",0.020954132080078125
"(17, 14)","(9, 9)",0.02349996566772461
"(17, 13)","(9, 9)",0.08894586563110352
"(17, 12)","(9, 9)",0.005354881286621094
"(18, 12)","(9, 9)",0.13654398918151855
"(17, 12)","(9, 9)",0.24677610397338867
"(16, 12)","(9, 9)",0.17604303359985352
"(15, 12)","(9, 9)",0.18259525299072266
"(14, 12)","(9, 9)",0.17927074432373047
"(13, 12)","(9, 9)",0.2386338710784912
"(12, 12)","(9, 9)",0.19341397285461426
"(11, 12)","(9, 9)",0.25000810623168945
"(10, 12)","(9, 9)",0.016782045364379883
"(10, 11)","(9, 9)",0.3015859127044678
"(9, 11)","(9, 9)",0.2222909927368164
"(9, 10)","(9, 9)",0.23416900634765625
