watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.6185379028320312
"(9, 16)","(7, 2)",0.17769813537597656
"(9, 15)","(6, 2)",0.16419076919555664
"(9, 14)","(6, 3)",0.14742112159729004
"(9, 13)","(6, 4)",0.16527986526489258
"(9, 12)","(6, 5)",0.4168660640716553
"(10, 12)","(5, 5)",0.04397273063659668
"(11, 12)","(5, 6)",0.07441115379333496
"(12, 12)","(4, 6)",0.05142617225646973
"(13, 12)","(4, 7)",0.03360319137573242
"(14, 12)","(3, 7)",0.05101370811462402
"(15, 12)","(2, 7)",0.044020891189575195
"(16, 12)","(2, 8)",0.03393101692199707
"(17, 12)","(3, 8)",0.04657411575317383
"(18, 12)","(3, 9)",0.05812883377075195
"(17, 12)","(4, 9)",0.11095404624938965
"(16, 12)","(5, 9)",0.032239675521850586
"(15, 12)","(6, 9)",0.21383070945739746
"(14, 12)","(7, 9)",0.17903518676757812
"(13, 12)","(8, 9)",0.009532928466796875
"(12, 12)","(9, 9)",0.0180208683013916
"(11, 12)","(9, 9)",0.053053855895996094
"(10, 12)","(9, 9)",0.008741140365600586
"(9, 12)","(9, 9)",0.5944809913635254
"(9, 11)","(9, 9)",0.17786598205566406
"(9, 10)","(9, 9)",0.43775010108947754
