watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.2656309604644775
"(9, 16)","(7, 2)",0.7217273712158203
"(8, 16)","(6, 2)",0.3506901264190674
"(7, 16)","(5, 2)",0.1500082015991211
"(6, 16)","(4, 2)",0.17839384078979492
"(5, 16)","(3, 2)",0.19858884811401367
"(5, 15)","(2, 2)",0.2939488887786865
"(5, 14)","(2, 3)",0.2036118507385254
"(5, 13)","(2, 4)",0.05296206474304199
"(5, 12)","(3, 4)",0.24416613578796387
"(5, 11)","(3, 5)",0.08961296081542969
"(4, 11)","(4, 5)",0.04059600830078125
"(3, 11)","(5, 5)",0.13278698921203613
"(2, 11)","(6, 5)",0.0965721607208252
"(2, 12)","(6, 6)",0.20792889595031738
"(3, 12)","(6, 7)",0.6095411777496338
"(4, 12)","(7, 7)",0.01970672607421875
"(5, 12)","(8, 7)",0.14374899864196777
"(6, 12)","(8, 8)",0.1482696533203125
"(7, 12)","(9, 8)",0.08196616172790527
"(8, 12)","(9, 9)",0.062299251556396484
"(8, 11)","(9, 9)",0.09875297546386719
"(8, 10)","(9, 9)",0.016645193099975586
"(9, 10)","(9, 9)",0.2153489589691162
