watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.8532769680023193
"(9, 16)","(7, 2)",0.3929016590118408
"(9, 15)","(7, 3)",0.34068894386291504
"(9, 14)","(6, 3)",0.2254347801208496
"(9, 13)","(6, 4)",0.665877103805542
"(9, 12)","(6, 5)",0.25226497650146484
"(10, 12)","(5, 5)",0.35163378715515137
"(11, 12)","(4, 5)",0.2815511226654053
"(12, 12)","(3, 5)",0.019193172454833984
"(13, 12)","(2, 5)",0.020312786102294922
"(14, 12)","(1, 5)",0.043009042739868164
"(15, 12)","(1, 6)",0.04892086982727051
"(16, 12)","(1, 7)",0.03803586959838867
"(17, 12)","(2, 7)",0.0404510498046875
"(18, 12)","(2, 8)",0.043417930603027344
"(17, 12)","(3, 8)",0.11868906021118164
"(16, 12)","(3, 9)",0.2525050640106201
"(15, 12)","(4, 9)",0.0019381046295166016
"(14, 12)","(5, 9)",0.00789022445678711
"(13, 12)","(6, 9)",0.00923013687133789
"(12, 12)","(7, 9)",0.02092599868774414
"(11, 12)","(8, 9)",0.20034313201904297
"(10, 12)","(9, 9)",0.043853044509887695
"(9, 12)","(9, 9)",0.05335712432861328
"(9, 11)","(9, 9)",0.03634905815124512
"(9, 10)","(9, 9)",0.044525861740112305
