watcher_pos,knower_pos,reaction_time
"(9, 17)","(9, 3)",7.681035041809082
"(8, 17)","(9, 4)",0.20626497268676758
"(8, 16)","(8, 4)",0.11817717552185059
"(8, 15)","(7, 4)",0.22166872024536133
"(7, 15)","(6, 4)",0.2246241569519043
"(6, 15)","(5, 4)",0.041158199310302734
"(5, 15)","(4, 4)",0.17902326583862305
"(4, 15)","(4, 3)",0.07514286041259766
"(4, 14)","(4, 2)",0.07228684425354004
"(4, 13)","(3, 2)",0.13086819648742676
"(3, 13)","(2, 2)",0.10204792022705078
"(2, 13)","(3, 2)",0.06944489479064941
"(2, 12)","(3, 3)",0.147691011428833
"(3, 12)","(3, 4)",0.17310810089111328
"(4, 12)","(4, 4)",0.015017986297607422
"(5, 12)","(4, 5)",0.06948566436767578
"(6, 12)","(4, 6)",0.06429386138916016
"(7, 12)","(5, 6)",0.039174795150756836
"(8, 12)","(6, 6)",0.10005807876586914
"(9, 12)","(7, 6)",0.0938260555267334
"(9, 11)","(8, 6)",0.147064208984375
"(9, 10)","(8, 7)",0.05797410011291504
"(9, 10)","(8, 8)",0.3427860736846924
"(9, 10)","(9, 8)",0.05363607406616211
"(9, 10)","(9, 9)",0.16355490684509277
