watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.973644733428955
"(9, 16)","(8, 3)",0.282257080078125
"(9, 15)","(7, 3)",0.22032785415649414
"(9, 14)","(6, 3)",0.1964709758758545
"(9, 13)","(6, 4)",0.253204345703125
"(9, 12)","(6, 5)",0.3420531749725342
"(8, 12)","(5, 5)",0.14213800430297852
"(7, 12)","(5, 6)",0.3459901809692383
"(8, 12)","(4, 6)",0.5377070903778076
"(9, 12)","(4, 7)",0.12507081031799316
"(10, 12)","(4, 8)",0.10764908790588379
"(11, 12)","(3, 8)",0.05355095863342285
"(12, 12)","(2, 8)",0.05300617218017578
"(13, 12)","(2, 7)",0.0647280216217041
"(14, 12)","(2, 8)",0.06839394569396973
"(15, 12)","(3, 8)",0.12611722946166992
"(16, 12)","(4, 8)",0.08159899711608887
"(17, 12)","(4, 9)",0.05054306983947754
"(18, 12)","(5, 9)",0.10498595237731934
"(18, 11)","(6, 9)",0.10523390769958496
"(17, 11)","(7, 9)",0.07178711891174316
"(16, 11)","(8, 9)",0.008488893508911133
"(15, 11)","(9, 9)",0.19867801666259766
"(14, 11)","(9, 9)",0.008652210235595703
"(13, 11)","(9, 9)",0.04210090637207031
"(12, 11)","(9, 9)",0.054203033447265625
"(11, 11)","(9, 9)",0.05461525917053223
"(10, 11)","(9, 9)",0.06319499015808105
"(9, 11)","(9, 9)",0.07023382186889648
"(9, 10)","(9, 9)",0.059098005294799805
