watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.234360694885254
"(9, 16)","(8, 3)",0.3548710346221924
"(8, 16)","(7, 3)",0.21098875999450684
"(9, 16)","(6, 3)",0.8023388385772705
"(10, 16)","(6, 4)",0.22185015678405762
"(11, 16)","(6, 5)",0.02682971954345703
"(12, 16)","(6, 6)",0.023102998733520508
"(13, 16)","(6, 7)",0.024243831634521484
"(13, 15)","(5, 7)",0.23999500274658203
"(13, 14)","(4, 7)",0.026079893112182617
"(13, 13)","(3, 7)",0.021721839904785156
"(14, 13)","(2, 7)",0.20316290855407715
"(15, 13)","(3, 7)",0.01012110710144043
"(16, 13)","(3, 8)",0.03617596626281738
"(17, 13)","(4, 8)",0.08702588081359863
"(18, 13)","(5, 8)",0.21372294425964355
"(18, 12)","(5, 9)",0.14077496528625488
"(17, 12)","(6, 9)",0.22010111808776855
"(16, 12)","(7, 9)",0.009790897369384766
"(15, 12)","(8, 9)",0.02184891700744629
"(14, 12)","(9, 9)",0.022268056869506836
"(13, 12)","(9, 9)",0.023191213607788086
"(13, 11)","(9, 9)",0.07905006408691406
"(12, 11)","(9, 9)",0.23000407218933105
"(11, 11)","(9, 9)",0.22948408126831055
"(10, 11)","(9, 9)",0.12882280349731445
"(10, 10)","(9, 9)",0.17695307731628418
"(9, 10)","(9, 9)",0.08592414855957031
