watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",2.7960238456726074
"(9, 16)","(7, 2)",0.3825228214263916
"(9, 15)","(6, 2)",0.25537872314453125
"(9, 14)","(5, 2)",0.09885001182556152
"(9, 13)","(4, 2)",0.17368793487548828
"(8, 13)","(3, 2)",0.1351161003112793
"(7, 13)","(2, 2)",0.12787604331970215
"(6, 13)","(2, 3)",0.08413219451904297
"(5, 13)","(3, 3)",0.13004398345947266
"(4, 13)","(3, 4)",0.07023262977600098
"(3, 13)","(4, 4)",0.0647580623626709
"(2, 13)","(5, 4)",0.1535327434539795
"(2, 12)","(6, 4)",0.12553977966308594
"(3, 12)","(6, 5)",0.0702219009399414
"(4, 12)","(6, 6)",0.011078834533691406
"(5, 12)","(6, 7)",0.03306221961975098
"(6, 12)","(7, 7)",0.05587410926818848
"(7, 12)","(8, 7)",0.042304039001464844
"(8, 12)","(8, 8)",0.04273104667663574
"(9, 12)","(8, 9)",0.08363008499145508
"(9, 11)","(9, 9)",0.043662071228027344
"(9, 10)","(9, 9)",0.05039811134338379
