watcher_pos,knower_pos,reaction_time
"(9, 17)","(9, 3)",2.8098161220550537
"(9, 16)","(9, 4)",0.33906102180480957
"(10, 16)","(8, 4)",0.48976707458496094
"(11, 16)","(7, 4)",0.11954903602600098
"(12, 16)","(6, 4)",0.12183308601379395
"(12, 15)","(5, 4)",0.3322930335998535
"(12, 14)","(4, 4)",0.08626484870910645
"(12, 13)","(3, 4)",0.2751321792602539
"(12, 12)","(2, 4)",0.6815149784088135
"(11, 12)","(2, 3)",0.580474853515625
"(10, 12)","(2, 2)",0.3121757507324219
"(9, 12)","(2, 3)",0.1907641887664795
"(8, 12)","(3, 3)",0.010808229446411133
"(7, 12)","(3, 4)",0.022697925567626953
"(6, 12)","(4, 4)",0.028510093688964844
"(5, 12)","(5, 4)",0.03050708770751953
"(4, 12)","(6, 4)",0.07454895973205566
"(3, 12)","(6, 5)",0.10603904724121094
"(2, 12)","(6, 6)",0.11091399192810059
"(2, 13)","(7, 6)",0.4137711524963379
"(2, 14)","(7, 7)",0.39969420433044434
"(2, 15)","(8, 7)",0.149489164352417
"(2, 16)","(8, 8)",0.11614704132080078
"(3, 16)","(9, 8)",0.34153079986572266
"(4, 16)","(9, 9)",0.020203828811645508
"(5, 16)","(9, 9)",0.03632497787475586
"(6, 16)","(9, 9)",0.0056610107421875
"(7, 16)","(9, 9)",0.23467111587524414
"(8, 16)","(9, 9)",0.10709023475646973
"(9, 16)","(9, 9)",0.2159879207611084
"(9, 15)","(9, 9)",0.1599431037902832
"(9, 14)","(9, 9)",0.1912248134613037
"(9, 13)","(9, 9)",0.2256779670715332
"(9, 12)","(9, 9)",0.27092719078063965
"(9, 11)","(9, 9)",0.05248880386352539
"(9, 10)","(9, 9)",0.08871293067932129
