watcher_pos,knower_pos,reaction_time
"(9, 17)","(9, 1)",1.1470708847045898
"(9, 16)","(9, 0)",0.2629861831665039
"(8, 16)","(8, 0)",1.3864078521728516
"(7, 16)","(7, 0)",0.029746055603027344
"(6, 16)","(6, 0)",0.09239602088928223
"(5, 16)","(5, 0)",0.11153411865234375
"(5, 15)","(4, 0)",0.07399296760559082
"(5, 14)","(4, 1)",0.005946159362792969
"(4, 14)","(4, 2)",0.06773710250854492
"(3, 14)","(3, 2)",0.08668804168701172
"(2, 14)","(2, 2)",0.1979200839996338
"(1, 14)","(2, 3)",0.017200946807861328
"(1, 13)","(3, 3)",0.25939393043518066
"(1, 12)","(4, 3)",0.14872002601623535
"(2, 12)","(4, 4)",0.19870591163635254
"(3, 12)","(5, 4)",0.23131585121154785
"(4, 12)","(6, 4)",0.023960113525390625
"(5, 12)","(6, 3)",0.15507721900939941
"(5, 13)","(7, 3)",0.5639400482177734
"(5, 14)","(8, 3)",0.032987117767333984
"(5, 15)","(9, 3)",0.2296009063720703
"(5, 16)","(9, 2)",0.016614913940429688
"(5, 17)","(10, 2)",0.06277799606323242
"(5, 18)","(11, 2)",0.05156397819519043
"(4, 18)","(12, 2)",0.07480192184448242
"(3, 18)","(13, 2)",0.006691694259643555
"(2, 18)","(14, 2)",0.17796111106872559
"(2, 17)","(15, 2)",0.13990235328674316
"(3, 17)","(16, 2)",0.0208282470703125
"(4, 17)","(17, 2)",0.15151691436767578
"(5, 17)","(18, 2)",0.025197982788085938
"(6, 17)","(17, 2)",0.015600919723510742
"(7, 17)","(16, 2)",0.019133329391479492
"(7, 16)","(15, 2)",0.21107912063598633
"(7, 15)","(15, 3)",0.21477890014648438
"(7, 14)","(14, 3)",0.01595306396484375
"(7, 13)","(14, 4)",0.049604177474975586
"(7, 12)","(13, 4)",0.042053937911987305
"(7, 11)","(13, 5)",0.037055015563964844
"(8, 11)","(13, 6)",0.2982950210571289
"(9, 11)","(13, 7)",0.04704594612121582
"(9, 10)","(12, 7)",0.05844593048095703
"(9, 10)","(12, 8)",0.919018030166626
"(9, 10)","(12, 9)",0.03859591484069824
"(9, 10)","(11, 9)",0.08604073524475098
"(9, 10)","(10, 9)",0.06107282638549805
"(9, 10)","(9, 9)",0.2131047248840332
