watcher_pos,knower_pos,reaction_time
"(9, 17)","(8, 2)",1.3247952461242676
"(8, 17)","(8, 3)",1.4882190227508545
"(7, 17)","(7, 3)",0.06965303421020508
"(7, 16)","(7, 4)",0.7830028533935547
"(8, 16)","(6, 4)",0.08317685127258301
"(9, 16)","(6, 5)",0.021007776260375977
"(10, 16)","(5, 5)",0.28474903106689453
"(11, 16)","(5, 6)",0.01938796043395996
"(12, 16)","(4, 6)",0.0574648380279541
"(13, 16)","(4, 7)",0.34056806564331055
"(14, 16)","(4, 8)",0.13897013664245605
"(15, 16)","(3, 8)",0.19302892684936523
"(15, 15)","(2, 8)",0.2376878261566162
"(15, 14)","(2, 7)",0.3103940486907959
"(15, 13)","(2, 8)",0.07198309898376465
"(16, 13)","(3, 8)",0.18715286254882812
"(17, 13)","(4, 8)",0.23585891723632812
"(18, 13)","(5, 8)",0.11573600769042969
"(18, 12)","(6, 8)",0.424731969833374
"(17, 12)","(7, 8)",0.13809609413146973
"(16, 12)","(8, 8)",0.04961395263671875
"(15, 12)","(9, 8)",0.08427596092224121
"(14, 12)","(10, 8)",0.13451790809631348
"(13, 12)","(11, 8)",0.6726179122924805
"(12, 12)","(11, 7)",0.24147415161132812
"(11, 12)","(11, 6)",0.030757904052734375
"(10, 12)","(12, 6)",0.020162105560302734
"(9, 12)","(13, 6)",0.023733139038085938
"(8, 12)","(13, 5)",0.02336907386779785
"(7, 12)","(13, 4)",0.022529125213623047
"(7, 13)","(14, 4)",0.17709016799926758
"(7, 14)","(14, 3)",0.016689062118530273
"(7, 15)","(15, 3)",0.023344039916992188
"(7, 16)","(15, 2)",0.024637937545776367
"(6, 16)","(16, 2)",0.1944129467010498
"(5, 16)","(17, 2)",0.016515016555786133
"(4, 16)","(18, 2)",0.02366018295288086
"(3, 16)","(17, 2)",0.013862133026123047
"(3, 17)","(16, 2)",0.09000301361083984
"(3, 18)","(15, 2)",0.048690080642700195
"(2, 18)","(15, 3)",0.035253047943115234
"(2, 17)","(14, 3)",0.10111808776855469
"(2, 16)","(14, 4)",0.028770923614501953
"(2, 15)","(13, 4)",0.020284175872802734
"(3, 15)","(12, 4)",0.06068611145019531
"(4, 15)","(11, 4)",0.038166046142578125
"(5, 15)","(10, 4)",0.020205974578857422
"(6, 15)","(10, 5)",0.0234830379486084
"(6, 14)","(10, 6)",0.21233415603637695
"(6, 13)","(9, 6)",0.17984604835510254
"(6, 12)","(9, 7)",0.20299601554870605
"(7, 12)","(9, 8)",0.26682019233703613
"(8, 12)","(9, 9)",0.06447219848632812
"(9, 12)","(9, 9)",0.12352609634399414
"(9, 11)","(9, 9)",0.21166181564331055
"(9, 10)","(9, 9)",0.1795179843902588
