log_likelihood,action_prob,goal_prob,action_surprisal,goal_surprisal,reaction_time
-1.370468733371849,,,,,1.4278998374938965
-1.3515544518139178,0.37309685197066167,0.4511580850650009,1.422377907516039,1.1482950548053237,0.5669879913330078
-1.9628304145325215,0.19002463667222236,0.3442802211455066,2.395741618959279,1.538344794243659,1.0906438827514648
-1.9661379268549342,0.23848468126181266,0.350223199832558,2.068031495228444,1.513653439514605,0.2801671028137207
-1.2201707250004368,0.34540481335844975,0.3565925815860083,1.5336399073303686,1.4876514048812737,0.4097747802734375
-1.1909791414196484,0.3535389240881936,0.3634219501464094,1.5000590326176872,1.4602825360444989,0.1588618755340576
-1.1461087207806477,0.3315187206359734,0.3707447758797402,1.5928377542445211,1.4315017309073668,0.2373340129852295
-1.1267365751662497,0.37512659840739765,0.37859263941676646,1.4145505337542008,1.4012817323934363,0.0230538845062255
-1.102741389022539,0.37696341210959844,0.3869924766848249,1.4075035918963612,1.3696225749130138,0.0888741016387939
-0.8018517703129214,0.39497869119017226,0.39596243272382065,1.340153271834351,1.3365645350218944,0.0239489078521728
-0.7690588118562655,0.40329889709276284,0.4055057898569886,1.310078634496852,1.3022055813367202,0.0668249130249023
-0.7379090544332993,0.6600264169454992,0.6607608921558841,0.5994043267290495,0.5977997930609856,0.0276820659637451
-0.7052766675898251,0.6950404307659465,0.6953929544472007,0.5248311924915343,0.5240996447841111,0.0282759666442871
-0.6764031284961372,0.017931769145849628,0.017808614123305352,5.8013383584544895,5.811280940332934,0.0513300895690918
-0.7211394351017635,0.025756517693634844,0.02322684051441533,5.27891863691719,5.428063268266355,0.0786092281341552
-1.2873668540391934,0.06889301723268992,0.5113793714538145,3.859498426210709,0.9675341300479909,0.0243988037109375
-2.0134928223843627,0.29707619740630314,0.5304272232823237,1.7510950779319912,0.9147732736477797,0.0458209514617919
-1.7099072668210957,0.13514077088660847,0.07928732707431205,2.887465105032974,3.6567658992315346,0.5552952289581299
-2.058297720821843,0.295161808861026,0.3707447758797402,1.760422032470219,1.4315017309073668,0.1231558322906494
-1.154360244762571,0.20547390015647418,0.36588573960329757,2.2829729443195017,1.4505349071538514,0.1895439624786377
-1.2047154345431095,0.31073003214663997,0.37186069667921967,1.6862664097997917,1.4271658226095056,0.2338769435882568
-1.2122995293833205,0.3626464580153693,0.37825573393249445,1.4633643367799556,1.4025661426415832,0.0330281257629394
-1.2052593962021638,0.3826887725352711,0.3851139605169738,1.3857565195806987,1.3766426726001737,0.0232472419738769
-1.1936270479906141,0.3936716950841926,0.3924841638919663,1.3449351081451966,1.349293650145351,0.023386001586914
-1.180089589755739,0.4028505031187338,0.40042168762116076,1.3116835375811637,1.3204079794143662,0.0246968269348144
-1.2050951846985043,0.38438729895223367,0.40898945288514305,1.379367427977969,1.2898644557949066,0.2589240074157715
-1.1970138545778979,0.4169853497606225,0.41825914316328283,1.2619313975459205,1.2575310169019187,0.0215668678283691
-1.186702332509953,0.42826776971520986,0.42831257025809916,1.2234149869361668,1.2232640763488039,0.1708691120147705
-1.1758066158686256,0.43923996102867086,0.4392432350256763,1.1869187815385367,1.186908028050559,0.0031158924102783
-1.1643834080577318,0.4511575410698971,0.4511580850650009,1.1482967943718696,1.1482950548053237,0.025087833404541
-1.15239315371269,0.46417931646119276,0.4641794495852799,1.1072458563576641,1.1072454426006828,0.0743823051452636
-1.1397982343486261,0.47844705515335456,0.478447091091508,1.0635688096615745,1.063568701294738,0.0189466476440429
-1.1265588318935509,0.4941202320990237,0.49412024196676296,1.0170659657335044,1.0170659369224229,0.0242149829864501
-1.112633345926836,0.5113793687512173,0.5113793714538145,0.9675341376725137,0.9675341300479909,0.0178070068359375
-1.0979783126842064,0.5621872516599686,0.5621872520109336,0.8308773558177587,0.8308773549171062,0.0196869373321533
-1.0825488491173605,0.581680557905686,0.581680558153797,0.7817010105630021,0.7817010099476324,0.1228430271148681
-1.0662993573032429,0.5748056516641253,0.5748056518145477,0.7988538480056102,0.7988538476280677,0.3729050159454345
-1.0491846143786594,0.3959624327219719,0.3959624327238207,1.3365645350286304,1.3365645350218942,0.3923840522766113
-0.7049763866665407,0.40550578970931184,0.4055057898569886,1.3022055818621197,1.3022055813367202,0.3098349571228027
-0.6706435543495384,0.4156023307573545,0.4156023308086882,1.2667243497822736,1.266724349604077,0.1665008068084716
-0.6340725154890275,0.42619648383020414,0.42619648383477937,1.2304094041169402,1.2304094041014528,0.0858321189880371
-0.9712944819694846,0.43718183044022113,0.43718183044374315,1.19369465197109,1.1936946519594673,0.3057889938354492
-0.9167013473944016,0.4483823162585082,0.44838231626117214,1.1571987140438362,1.1571987140352649,0.2651209831237793
-0.9264359390892392,0.45953219951594676,0.4595321995211322,1.1217621398922826,1.1217621398760027,0.0813629627227783
-0.9026201272146877,0.47025976742648806,0.47025976742693254,1.0884701856494412,1.0884701856480776,0.0354292392730712
-0.8780264114750266,0.4800839215783797,0.4800839215791276,1.058641475174054,1.0586414751718067,0.0230462551116943
-0.8528548093873742,0.48843645740216374,0.48843645740231123,1.0337572062935931,1.0337572062931575,0.2861559391021728
-0.8274060824551963,0.4947273733889961,0.49472737338900974,1.0152943685058435,1.0152943685058038,0.008509874343872
-0.8021090259811393,0.987748017043807,0.9877480170438487,0.017785049967825817,0.017785049967764845,0.1728649139404297
-0.7775462645139425,0.9977539211083473,0.9977539211083515,0.003244051441517955,0.003244051441511855,0.0050628185272216
-0.7544700403055253,0.9999743250056307,0.999974325005631,3.704166257577303e-05,3.7041662575292503e-05,0.0465550422668457
-0.7337943537391591,0.9999743250056309,0.999974325005631,3.7041662575452674e-05,3.7041662575292503e-05,0.0155959129333496
-0.021091288267527753,0.999974325005631,0.999974325005631,3.7041662575292503e-05,3.7041662575292503e-05,0.2235589027404785
-0.008778464997271366,0.999974325005631,0.999974325005631,3.7041662575292503e-05,3.7041662575292503e-05,0.0020239353179931
-0.0022459662720276776,0.999974325005631,0.999974325005631,3.7041662575292503e-05,3.7041662575292503e-05,0.0102639198303222
-0.00019432035659329398,0.999974325005631,0.999974325005631,3.7041662575292503e-05,3.7041662575292503e-05,0.0331802368164062
