log_likelihood,action_prob,goal_prob,action_surprisal,goal_surprisal,reaction_time
-1.098636095237694,,,,,0.9135618209838868
-1.0291995235912668,0.38871317623047513,0.49999384198776003,1.3632220832735886,1.0000177683768587,0.0738658905029296
-1.0285687203327865,0.49968169405626284,0.4999961082539704,1.000918729281059,1.0000112292490961,0.2086410522460937
-1.538830841144614,0.4997187873276975,0.49999764042047523,1.0008116365194075,1.0000068083234228,0.3543570041656494
-1.5383340892083794,0.49975258811977075,0.4999986355679272,1.0007140564659538,1.0000039369241418,0.2250707149505615
-1.9885590077310855,0.7843337240849271,0.9999878114335489,0.35046046141447557,1.7584491539683694e-05,0.208115816116333
-0.6931702493890594,0.1368958676667619,0.4999996158005738,2.8688491967696272,1.0000011085656397,0.2192018032073974
-0.6931689840323371,0.4999998009962215,0.49999981642735947,1.000000574203643,1.0000005296787735,0.1827869415283203
-0.6931682311321158,0.499999906074194,0.4999999195366965,1.0000002710126146,1.0000002321680366,0.2397902011871338
-0.6931475478081659,0.49998982722896357,0.49999996816123415,1.000029352711252,1.000000091867262,0.2641479969024658
-0.6931473415894374,0.9999999996243476,0.9999999997272196,5.419518519053959e-10,3.9353886382011e-10,0.3229250907897949
-0.6931472443403511,0.999999999888828,0.9999999999402748,1.603872361460183e-10,8.616528558821121e-11,0.2567670345306396
-0.6931472029522682,0.999999993084328,0.9999999930846205,9.977205783858962e-09,9.976783732414165e-09,0.1634869575500488
-0.6931471873871595,0.49999999983082616,0.4999999998308854,1.0000000004881324,1.0000000004879617,0.0195288658142089
-7.018133099314778e-09,0.9999999997269995,0.9999999997272195,3.938564835580499e-10,3.9353902399143524e-10,0.2203519344329834
-0.6931471808982057,0.4999999999716919,0.4999999999973896,1.0000000000816798,1.000000000007532,0.2167508602142334
-0.6931471806106844,0.5000000000254353,0.4999999999998367,0.9999999999266092,1.0000000000004712,0.173753023147583
-0.6931471805651661,0.49999999994871724,0.49999999999999484,1.0000000001479707,1.0000000000000149,0.2097578048706054
-0.6931471805602719,0.9999999999999999,1.0,1.6017132519074588e-16,-0.0,0.1818690299987793
-0.6931471805599556,0.9999999999999999,1.0,1.6017132519074588e-16,-0.0,0.2048919200897216
-0.6931471805599455,0.9999999999999999,1.0,1.6017132519074588e-16,-0.0,0.2142682075500488
-0.6931471805599453,0.9999999999999999,1.0,1.6017132519074588e-16,-0.0,0.2204086780548095
-0.6931471805599453,0.9999999999999999,1.0,1.6017132519074588e-16,-0.0,0.2644388675689697
-0.6931471805599453,0.9999999999999999,1.0,1.6017132519074588e-16,-0.0,0.1046998500823974
-3.33066907387547e-16,0.9999999999999997,1.0,4.805139755722377e-16,-0.0,0.2816669940948486
-3.33066907387547e-16,0.9999999999999997,1.0,4.805139755722377e-16,-0.0,0.151763916015625
